YEAR_MONTH,DAY_TYPE,TIME_PER_HOUR,PT_TYPE,PT_CODE,TOTAL_TAP_IN_VOLUME,TOTAL_TAP_OUT_VOLUME
2024-03,WEEKDAY,19,TRAIN,EW24/NS1,129313,97688
2024-03,WEEKDAY,12,TRAIN,NS23,25258,45031
2024-03,WEEKENDS/HOLIDAY,12,TRAIN,NS23,15549,31764
2024-03,WEEKDAY,21,TRAIN,PE4,843,2083
2024-03,WEEKENDS/HOLIDAY,21,TRAIN,PE4,649,1195
2024-03,WEEKENDS/HOLIDAY,13,TRAIN,NE4/DT19,40739,44293
2024-03,WEEKDAY,13,TRAIN,NE4/DT19,81696,61998
2024-03,WEEKENDS/HOLIDAY,20,TRAIN,PE5,1234,3520
2024-03,WEEKDAY,20,TRAIN,PE5,2135,9054
2024-03,WEEKENDS/HOLIDAY,20,TRAIN,TE13,1689,1162
2024-03,WEEKDAY,20,TRAIN,TE13,3676,1950
2024-03,WEEKENDS/HOLIDAY,15,TRAIN,CC26,1757,1158
2024-03,WEEKDAY,15,TRAIN,CC26,3670,2193
2024-03,WEEKDAY,22,TRAIN,NS19,14009,34501
2024-03,WEEKENDS/HOLIDAY,22,TRAIN,NS19,7248,19001
2024-03,WEEKDAY,21,TRAIN,NS8,11022,21739
2024-03,WEEKENDS/HOLIDAY,21,TRAIN,NS8,7597,9557
2024-03,WEEKDAY,11,TRAIN,PE2,5545,2771
2024-03,WEEKENDS/HOLIDAY,11,TRAIN,PE2,3985,1939
2024-03,WEEKENDS/HOLIDAY,11,TRAIN,EW28,18366,7407
2024-03,WEEKDAY,11,TRAIN,EW28,20577,12249
2024-03,WEEKDAY,10,TRAIN,EW14/NS26,19050,79909
2024-03,WEEKENDS/HOLIDAY,10,TRAIN,EW14/NS26,6713,16326
2024-03,WEEKDAY,14,TRAIN,CC4/DT15,17927,19666
2024-03,WEEKENDS/HOLIDAY,14,TRAIN,CC4/DT15,12785,17981
2024-03,WEEKDAY,7,TRAIN,EW3,39400,22408
2024-03,WEEKENDS/HOLIDAY,7,TRAIN,EW3,6131,3672
2024-03,WEEKDAY,8,TRAIN,EW12/DT14,27767,119315
2024-03,WEEKENDS/HOLIDAY,8,TRAIN,EW12/DT14,7942,18360
2024-03,WEEKDAY,19,TRAIN,DT8,8229,6282
2024-03,WEEKENDS/HOLIDAY,19,TRAIN,DT8,1466,2240
2024-03,WEEKDAY,11,TRAIN,NE9,23678,14290
2024-03,WEEKENDS/HOLIDAY,11,TRAIN,NE9,15715,9854
2024-03,WEEKENDS/HOLIDAY,19,TRAIN,CC17/TE9,2028,2515
2024-03,WEEKDAY,19,TRAIN,CC17/TE9,7742,10990
2024-03,WEEKENDS/HOLIDAY,8,TRAIN,DT30,5340,1970
2024-03,WEEKDAY,8,TRAIN,DT30,38502,4546
2024-03,WEEKENDS/HOLIDAY,18,TRAIN,PW5,1984,3665
2024-03,WEEKDAY,18,TRAIN,PW5,2732,6407
2024-03,WEEKENDS/HOLIDAY,17,TRAIN,PE5,3206,3151
2024-03,WEEKDAY,17,TRAIN,PE5,6748,9312
2024-03,WEEKENDS/HOLIDAY,16,TRAIN,DT33,8946,7961
2024-03,WEEKDAY,16,TRAIN,DT33,13706,17043
2024-03,WEEKDAY,9,TRAIN,PW4,5834,3471
2024-03,WEEKENDS/HOLIDAY,9,TRAIN,PW4,3005,2086
2024-03,WEEKENDS/HOLIDAY,21,TRAIN,BP12,506,983
2024-03,WEEKDAY,21,TRAIN,BP12,953,2226
2024-03,WEEKENDS/HOLIDAY,22,TRAIN,EW16/NE3/TE17,7674,6441
2024-03,WEEKDAY,22,TRAIN,EW16/NE3/TE17,18726,11000
2024-03,WEEKENDS/HOLIDAY,7,TRAIN,SW2,1442,886
2024-03,WEEKDAY,7,TRAIN,SW2,11803,3963
2024-03,WEEKDAY,18,TRAIN,CC21,13872,30381
2024-03,WEEKENDS/HOLIDAY,18,TRAIN,CC21,7240,8410
2024-03,WEEKDAY,7,TRAIN,DT6,11231,16402
2024-03,WEEKENDS/HOLIDAY,7,TRAIN,DT6,1394,2886
2024-03,WEEKDAY,22,TRAIN,BP12,480,1875
2024-03,WEEKENDS/HOLIDAY,22,TRAIN,BP12,289,887
2024-03,WEEKDAY,6,TRAIN,NS16,55374,31437
2024-03,WEEKENDS/HOLIDAY,6,TRAIN,NS16,14225,6917
2024-03,WEEKDAY,13,TRAIN,NS10,30431,24751
2024-03,WEEKENDS/HOLIDAY,13,TRAIN,NS10,23186,17612
2024-03,WEEKENDS/HOLIDAY,8,TRAIN,DT8,1978,1985
2024-03,WEEKDAY,8,TRAIN,DT8,9167,12864
2024-03,WEEKDAY,21,TRAIN,CC14,2775,7566
2024-03,WEEKENDS/HOLIDAY,21,TRAIN,CC14,1382,3490
2024-03,WEEKDAY,13,TRAIN,NE10,15723,14114
2024-03,WEEKENDS/HOLIDAY,13,TRAIN,NE10,10490,8838
2024-03,WEEKENDS/HOLIDAY,5,TRAIN,EW31,483,133
2024-03,WEEKDAY,5,TRAIN,EW31,953,1293
2024-03,WEEKDAY,23,TRAIN,BP9,90,722
2024-03,WEEKENDS/HOLIDAY,23,TRAIN,BP9,42,231
2024-03,WEEKDAY,13,TRAIN,CC27,3732,5824
2024-03,WEEKENDS/HOLIDAY,13,TRAIN,CC27,1251,1481
2024-03,WEEKDAY,16,TRAIN,DT21,10082,6995
2024-03,WEEKENDS/HOLIDAY,16,TRAIN,DT21,5696,4713
2024-03,WEEKDAY,5,TRAIN,EW6,1015,211
2024-03,WEEKENDS/HOLIDAY,5,TRAIN,EW6,222,43
2024-03,WEEKENDS/HOLIDAY,9,TRAIN,EW7,10923,7146
2024-03,WEEKDAY,9,TRAIN,EW7,25022,14719
2024-03,WEEKDAY,5,TRAIN,BP12,2918,157
2024-03,WEEKENDS/HOLIDAY,5,TRAIN,BP12,708,44
2024-03,WEEKENDS/HOLIDAY,10,TRAIN,EW26,23286,7488
2024-03,WEEKDAY,10,TRAIN,EW26,30040,9217
2024-03,WEEKENDS/HOLIDAY,6,TRAIN,TE18,275,620
2024-03,WEEKDAY,6,TRAIN,TE18,1053,2153
2024-03,WEEKENDS/HOLIDAY,20,TRAIN,EW27,21391,35105
2024-03,WEEKDAY,20,TRAIN,EW27,41250,71852
2024-03,WEEKDAY,15,TRAIN,NS21/DT11,49608,53319
2024-03,WEEKENDS/HOLIDAY,15,TRAIN,NS21/DT11,34901,36118
2024-03,WEEKENDS/HOLIDAY,15,TRAIN,EW3,9535,9849
2024-03,WEEKDAY,15,TRAIN,EW3,15846,16906
2024-03,WEEKENDS/HOLIDAY,20,TRAIN,SW1,983,1307
2024-03,WEEKDAY,20,TRAIN,SW1,2354,2897
2024-03,WEEKDAY,8,TRAIN,DT13,10950,20913
2024-03,WEEKENDS/HOLIDAY,8,TRAIN,DT13,3116,5379
2024-03,WEEKDAY,11,TRAIN,CC19/DT9,6894,7934
2024-03,WEEKENDS/HOLIDAY,11,TRAIN,CC19/DT9,5945,6917
2024-03,WEEKDAY,13,TRAIN,DT2,2998,1781
2024-03,WEEKENDS/HOLIDAY,13,TRAIN,DT2,1634,742
2024-03,WEEKENDS/HOLIDAY,20,TRAIN,EW24/NS1,59622,26489
2024-03,WEEKDAY,20,TRAIN,EW24/NS1,112920,46435
2024-03,WEEKENDS/HOLIDAY,18,TRAIN,NS3,11738,13616
2024-03,WEEKDAY,18,TRAIN,NS3,24274,63310
2024-03,WEEKENDS/HOLIDAY,23,TRAIN,DT18,2879,1439
2024-03,WEEKDAY,23,TRAIN,DT18,7622,1726
2024-03,WEEKDAY,23,TRAIN,CE1/DT16,43756,6461
2024-03,WEEKENDS/HOLIDAY,23,TRAIN,CE1/DT16,27682,4788
2024-03,WEEKENDS/HOLIDAY,10,TRAIN,TE3,5643,2251
2024-03,WEEKDAY,10,TRAIN,TE3,7879,2659
2024-03,WEEKENDS/HOLIDAY,9,TRAIN,SE1,3147,1091
2024-03,WEEKDAY,9,TRAIN,SE1,6494,1956
2024-03,WEEKDAY,9,TRAIN,DT3,15311,3570
2024-03,WEEKENDS/HOLIDAY,9,TRAIN,DT3,6284,2479
2024-03,WEEKENDS/HOLIDAY,17,TRAIN,PW4,3880,4413
2024-03,WEEKDAY,17,TRAIN,PW4,6008,9327
2024-03,WEEKDAY,14,TRAIN,DT18,12183,11054
2024-03,WEEKENDS/HOLIDAY,14,TRAIN,DT18,4362,3519
2024-03,WEEKDAY,18,TRAIN,EW27,98802,155576
2024-03,WEEKENDS/HOLIDAY,18,TRAIN,EW27,30652,41996
2024-03,WEEKDAY,21,TRAIN,TE1,3198,2903
2024-03,WEEKENDS/HOLIDAY,21,TRAIN,TE1,996,2492
2024-03,WEEKDAY,23,TRAIN,NS20,3728,4334
2024-03,WEEKENDS/HOLIDAY,23,TRAIN,NS20,1778,2860
2024-03,WEEKDAY,12,TRAIN,BP11,3065,1717
2024-03,WEEKENDS/HOLIDAY,12,TRAIN,BP11,2435,1356
2024-03,WEEKDAY,13,TRAIN,DT24,4481,3825
2024-03,WEEKENDS/HOLIDAY,13,TRAIN,DT24,2856,2392
2024-03,WEEKDAY,17,TRAIN,SW5,9432,13012
2024-03,WEEKENDS/HOLIDAY,17,TRAIN,SW5,5029,5662
2024-03,WEEKENDS/HOLIDAY,17,TRAIN,CC28,2007,2014
2024-03,WEEKDAY,17,TRAIN,CC28,3831,4944
2024-03,WEEKENDS/HOLIDAY,0,TRAIN,DT29,29,511
2024-03,WEEKDAY,0,TRAIN,DT29,47,773
2024-03,WEEKENDS/HOLIDAY,22,TRAIN,CC24,2247,2042
2024-03,WEEKDAY,22,TRAIN,CC24,10422,3223
2024-03,WEEKENDS/HOLIDAY,22,TRAIN,TE1,668,1978
2024-03,WEEKDAY,22,TRAIN,TE1,1777,2045
2024-03,WEEKDAY,23,TRAIN,DT30,629,5923
2024-03,WEEKENDS/HOLIDAY,23,TRAIN,DT30,478,3397
2024-03,WEEKDAY,0,TRAIN,SE2,46,924
2024-03,WEEKENDS/HOLIDAY,0,TRAIN,SE2,27,603
2024-03,WEEKENDS/HOLIDAY,16,TRAIN,NS25/EW13,54616,44990
2024-03,WEEKDAY,16,TRAIN,NS25/EW13,52744,41376
2024-03,WEEKDAY,9,TRAIN,TE8,9980,9466
2024-03,WEEKENDS/HOLIDAY,9,TRAIN,TE8,4242,6340
2024-03,WEEKDAY,22,TRAIN,BP8,1259,1362
2024-03,WEEKENDS/HOLIDAY,22,TRAIN,BP8,568,602
2024-03,WEEKENDS/HOLIDAY,13,TRAIN,TE13,1886,2071
2024-03,WEEKDAY,13,TRAIN,TE13,3334,4564
2024-03,WEEKENDS/HOLIDAY,12,TRAIN,PW4,3874,3558
2024-03,WEEKDAY,12,TRAIN,PW4,4348,3938
2024-03,WEEKDAY,15,TRAIN,TE13,4092,4009
2024-03,WEEKENDS/HOLIDAY,15,TRAIN,TE13,2203,1857
2024-03,WEEKDAY,21,TRAIN,NS2,15620,34575
2024-03,WEEKENDS/HOLIDAY,21,TRAIN,NS2,8011,17615
2024-03,WEEKENDS/HOLIDAY,19,TRAIN,TE8,6254,5781
2024-03,WEEKDAY,19,TRAIN,TE8,13227,18778
2024-03,WEEKDAY,11,TRAIN,PE3,6532,4197
2024-03,WEEKENDS/HOLIDAY,11,TRAIN,PE3,4956,3132
2024-03,WEEKENDS/HOLIDAY,23,TRAIN,NE8,8230,7187
2024-03,WEEKDAY,23,TRAIN,NE8,10860,11073
2024-03,WEEKENDS/HOLIDAY,5,TRAIN,NS18,795,155
2024-03,WEEKDAY,5,TRAIN,NS18,3607,816
2024-03,WEEKDAY,8,TRAIN,DT28,29319,36758
2024-03,WEEKENDS/HOLIDAY,8,TRAIN,DT28,6189,4057
2024-03,WEEKDAY,8,TRAIN,DT20,11959,16122
2024-03,WEEKENDS/HOLIDAY,8,TRAIN,DT20,1480,2705
2024-03,WEEKDAY,6,TRAIN,DT30,11946,3836
2024-03,WEEKENDS/HOLIDAY,6,TRAIN,DT30,2170,751
2024-03,WEEKENDS/HOLIDAY,15,TRAIN,CC21,7913,5707
2024-03,WEEKDAY,15,TRAIN,CC21,12245,10000
2024-03,WEEKENDS/HOLIDAY,16,TRAIN,EW22,3613,3271
2024-03,WEEKDAY,16,TRAIN,EW22,16656,8029
2024-03,WEEKDAY,17,TRAIN,TE19,34446,3558
2024-03,WEEKENDS/HOLIDAY,17,TRAIN,TE19,2173,1500
2024-03,WEEKDAY,7,TRAIN,DT10/TE11,15011,22391
2024-03,WEEKENDS/HOLIDAY,7,TRAIN,DT10/TE11,2313,2364
2024-03,WEEKDAY,18,TRAIN,DT34,16521,11059
2024-03,WEEKENDS/HOLIDAY,18,TRAIN,DT34,3011,2619
2024-03,WEEKDAY,23,TRAIN,CC6,40654,1066
2024-03,WEEKENDS/HOLIDAY,23,TRAIN,CC6,41329,809
2024-03,WEEKENDS/HOLIDAY,17,TRAIN,NS13,31103,41391
2024-03,WEEKDAY,17,TRAIN,NS13,67076,108931
2024-03,WEEKENDS/HOLIDAY,10,TRAIN,CC8,5353,4182
2024-03,WEEKDAY,10,TRAIN,CC8,7454,5724
2024-03,WEEKENDS/HOLIDAY,22,TRAIN,TE7,640,2536
2024-03,WEEKDAY,22,TRAIN,TE7,1282,5082
2024-03,WEEKDAY,13,TRAIN,SW8,2172,3467
2024-03,WEEKENDS/HOLIDAY,13,TRAIN,SW8,1387,1155
2024-03,WEEKDAY,12,TRAIN,EW22,7665,6495
2024-03,WEEKENDS/HOLIDAY,12,TRAIN,EW22,4190,2906
2024-03,WEEKDAY,14,TRAIN,BP5,1761,2034
2024-03,WEEKENDS/HOLIDAY,14,TRAIN,BP5,1100,1138
2024-03,WEEKDAY,18,TRAIN,TE1,13942,6061
2024-03,WEEKENDS/HOLIDAY,18,TRAIN,TE1,2806,2744
2024-03,WEEKDAY,23,TRAIN,TE22,1022,188
2024-03,WEEKENDS/HOLIDAY,23,TRAIN,TE22,1133,147
2024-03,WEEKDAY,9,TRAIN,PE2,8087,1990
2024-03,WEEKENDS/HOLIDAY,9,TRAIN,PE2,4329,1125
2024-03,WEEKDAY,11,TRAIN,DT34,5043,3540
2024-03,WEEKENDS/HOLIDAY,11,TRAIN,DT34,3103,1541
2024-03,WEEKENDS/HOLIDAY,11,TRAIN,TE12,2854,2585
2024-03,WEEKDAY,11,TRAIN,TE12,5673,4788
2024-03,WEEKDAY,23,TRAIN,CG2,10160,10768
2024-03,WEEKENDS/HOLIDAY,23,TRAIN,CG2,6374,6861
2024-03,WEEKENDS/HOLIDAY,18,TRAIN,CG1/DT35,15502,15109
2024-03,WEEKDAY,18,TRAIN,CG1/DT35,78473,15159
2024-03,WEEKDAY,14,TRAIN,PW6,1484,1563
2024-03,WEEKENDS/HOLIDAY,14,TRAIN,PW6,879,889
2024-03,WEEKDAY,15,TRAIN,EW1,22334,25879
2024-03,WEEKENDS/HOLIDAY,15,TRAIN,EW1,16416,16268
2024-03,WEEKDAY,10,TRAIN,SE4,4241,2179
2024-03,WEEKENDS/HOLIDAY,10,TRAIN,SE4,2979,1717
2024-03,WEEKDAY,15,TRAIN,BP12,2427,1724
2024-03,WEEKENDS/HOLIDAY,15,TRAIN,BP12,1297,772
2024-03,WEEKDAY,19,TRAIN,NS10,33028,93520
2024-03,WEEKENDS/HOLIDAY,19,TRAIN,NS10,14044,24821
2024-03,WEEKENDS/HOLIDAY,16,TRAIN,SE3,1608,1558
2024-03,WEEKDAY,16,TRAIN,SE3,2182,3575
2024-03,WEEKENDS/HOLIDAY,13,TRAIN,CC14,4080,4234
2024-03,WEEKDAY,13,TRAIN,CC14,8176,7509
2024-03,WEEKENDS/HOLIDAY,11,TRAIN,NS20,23010,26703
2024-03,WEEKDAY,11,TRAIN,NS20,36521,44086
2024-03,WEEKENDS/HOLIDAY,17,TRAIN,BP4,1011,1107
2024-03,WEEKDAY,17,TRAIN,BP4,5690,3374
2024-03,WEEKDAY,10,TRAIN,DT29,7921,2267
2024-03,WEEKENDS/HOLIDAY,10,TRAIN,DT29,4903,1518
2024-03,WEEKENDS/HOLIDAY,13,TRAIN,EW11,12210,13888
2024-03,WEEKDAY,13,TRAIN,EW11,17189,19166
2024-03,WEEKENDS/HOLIDAY,11,TRAIN,SW3,1651,959
2024-03,WEEKDAY,11,TRAIN,SW3,2326,1513
2024-03,WEEKDAY,12,TRAIN,TE13,4816,3615
2024-03,WEEKENDS/HOLIDAY,12,TRAIN,TE13,2418,2205
2024-03,WEEKDAY,6,TRAIN,EW27,64580,43787
2024-03,WEEKENDS/HOLIDAY,6,TRAIN,EW27,15056,8473
2024-03,WEEKENDS/HOLIDAY,22,TRAIN,DT34,866,2627
2024-03,WEEKDAY,22,TRAIN,DT34,2394,4238
2024-03,WEEKDAY,14,TRAIN,SE1,5910,3873
2024-03,WEEKENDS/HOLIDAY,14,TRAIN,SE1,2331,2474
2024-03,WEEKDAY,7,TRAIN,TE6,34242,12163
2024-03,WEEKENDS/HOLIDAY,7,TRAIN,TE6,4688,1623
2024-03,WEEKDAY,23,TRAIN,CC12,643,2829
2024-03,WEEKENDS/HOLIDAY,23,TRAIN,CC12,308,1581
2024-03,WEEKENDS/HOLIDAY,20,TRAIN,CE1/DT16,59935,22540
2024-03,WEEKDAY,20,TRAIN,CE1/DT16,81673,34006
2024-03,WEEKENDS/HOLIDAY,19,TRAIN,EW7,7232,11624
2024-03,WEEKDAY,19,TRAIN,EW7,14805,38324
2024-03,WEEKDAY,9,TRAIN,DT10/TE11,12899,5136
2024-03,WEEKENDS/HOLIDAY,9,TRAIN,DT10/TE11,4700,2912
2024-03,WEEKENDS/HOLIDAY,8,TRAIN,NE4/DT19,7862,15793
2024-03,WEEKDAY,8,TRAIN,NE4/DT19,25258,81134
2024-03,WEEKENDS/HOLIDAY,13,TRAIN,NE13,18531,13944
2024-03,WEEKDAY,13,TRAIN,NE13,20098,17859
2024-03,WEEKENDS/HOLIDAY,23,TRAIN,EW19,1234,4758
2024-03,WEEKDAY,23,TRAIN,EW19,1913,8220
2024-03,WEEKENDS/HOLIDAY,0,TRAIN,NS25/EW13,348,129
2024-03,WEEKDAY,0,TRAIN,NS25/EW13,622,172
2024-03,WEEKENDS/HOLIDAY,5,TRAIN,PW3,245,15
2024-03,WEEKDAY,5,TRAIN,PW3,876,52
2024-03,WEEKENDS/HOLIDAY,19,TRAIN,CC5,4173,2817
2024-03,WEEKDAY,19,TRAIN,CC5,9124,6298
2024-03,WEEKENDS/HOLIDAY,5,TRAIN,EW3,1166,87
2024-03,WEEKDAY,5,TRAIN,EW3,4710,344
2024-03,WEEKDAY,20,TRAIN,DT24,3637,7056
2024-03,WEEKENDS/HOLIDAY,20,TRAIN,DT24,1623,3282
2024-03,WEEKENDS/HOLIDAY,14,TRAIN,TE18,8806,5760
2024-03,WEEKDAY,14,TRAIN,TE18,11560,7740
2024-03,WEEKENDS/HOLIDAY,10,TRAIN,EW12/DT14,17136,43384
2024-03,WEEKDAY,10,TRAIN,EW12/DT14,28347,66662
2024-03,WEEKDAY,8,TRAIN,CG1/DT35,3386,79975
2024-03,WEEKENDS/HOLIDAY,8,TRAIN,CG1/DT35,1437,8380
2024-03,WEEKENDS/HOLIDAY,10,TRAIN,DT21,3981,4908
2024-03,WEEKDAY,10,TRAIN,DT21,5971,9038
2024-03,WEEKENDS/HOLIDAY,21,TRAIN,PE3,1067,3755
2024-03,WEEKDAY,21,TRAIN,PE3,2630,7250
2024-03,WEEKDAY,10,TRAIN,NE5,6430,20117
2024-03,WEEKENDS/HOLIDAY,10,TRAIN,NE5,4026,8638
2024-03,WEEKENDS/HOLIDAY,19,TRAIN,NE14,13119,20239
2024-03,WEEKDAY,19,TRAIN,NE14,27509,75872
2024-03,WEEKENDS/HOLIDAY,5,TRAIN,DT27,197,49
2024-03,WEEKDAY,5,TRAIN,DT27,787,294
2024-03,WEEKDAY,18,TRAIN,TE19,53951,5438
2024-03,WEEKENDS/HOLIDAY,18,TRAIN,TE19,2104,1797
2024-03,WEEKENDS/HOLIDAY,21,TRAIN,PE6,2004,3068
2024-03,WEEKDAY,21,TRAIN,PE6,4437,5988
2024-03,WEEKENDS/HOLIDAY,22,TRAIN,CC16,1021,2836
2024-03,WEEKDAY,22,TRAIN,CC16,2303,5491
2024-03,WEEKENDS/HOLIDAY,17,TRAIN,PW5,2343,3049
2024-03,WEEKDAY,17,TRAIN,PW5,3449,4736
2024-03,WEEKENDS/HOLIDAY,22,TRAIN,EW30,354,1230
2024-03,WEEKDAY,22,TRAIN,EW30,1120,781
2024-03,WEEKDAY,8,TRAIN,DT17,4652,135385
2024-03,WEEKENDS/HOLIDAY,8,TRAIN,DT17,851,3293
2024-03,WEEKDAY,12,TRAIN,SW7,3064,1799
2024-03,WEEKENDS/HOLIDAY,12,TRAIN,SW7,1863,1179
2024-03,WEEKDAY,23,TRAIN,NS10,4859,25044
2024-03,WEEKENDS/HOLIDAY,23,TRAIN,NS10,2800,15971
2024-03,WEEKDAY,23,TRAIN,NS25/EW13,26815,3844
2024-03,WEEKENDS/HOLIDAY,23,TRAIN,NS25/EW13,16556,2571
2024-03,WEEKDAY,7,TRAIN,EW23,96969,91998
2024-03,WEEKENDS/HOLIDAY,7,TRAIN,EW23,16424,15710
2024-03,WEEKDAY,18,TRAIN,SW4,3155,6674
2024-03,WEEKENDS/HOLIDAY,18,TRAIN,SW4,1818,1967
2024-03,WEEKENDS/HOLIDAY,0,TRAIN,EW3,39,1409
2024-03,WEEKDAY,0,TRAIN,EW3,84,2365
2024-03,WEEKENDS/HOLIDAY,12,TRAIN,NE8,20447,27244
2024-03,WEEKDAY,12,TRAIN,NE8,23920,32247
2024-03,WEEKENDS/HOLIDAY,19,TRAIN,CC2,3362,2125
2024-03,WEEKDAY,19,TRAIN,CC2,10899,5788
2024-03,WEEKENDS/HOLIDAY,9,TRAIN,CC5,1580,2133
2024-03,WEEKDAY,9,TRAIN,CC5,3738,10822
2024-03,WEEKENDS/HOLIDAY,23,TRAIN,EW9,4199,7428
2024-03,WEEKDAY,23,TRAIN,EW9,5798,12404
2024-03,WEEKDAY,10,TRAIN,DT20,4719,6402
2024-03,WEEKENDS/HOLIDAY,10,TRAIN,DT20,3121,4273
2024-03,WEEKDAY,21,TRAIN,NE15,9103,32178
2024-03,WEEKENDS/HOLIDAY,21,TRAIN,NE15,4833,15880
2024-03,WEEKENDS/HOLIDAY,10,TRAIN,PW1,717,2237
2024-03,WEEKDAY,10,TRAIN,PW1,607,1898
2024-03,WEEKENDS/HOLIDAY,14,TRAIN,BP11,1732,1448
2024-03,WEEKDAY,14,TRAIN,BP11,2318,2491
2024-03,WEEKDAY,15,TRAIN,SW5,6876,7827
2024-03,WEEKENDS/HOLIDAY,15,TRAIN,SW5,4812,4518
2024-03,WEEKENDS/HOLIDAY,6,TRAIN,BP8,438,280
2024-03,WEEKDAY,6,TRAIN,BP8,4283,2993
2024-03,WEEKENDS/HOLIDAY,17,TRAIN,EW23,31000,33291
2024-03,WEEKDAY,17,TRAIN,EW23,89050,81768
2024-03,WEEKENDS/HOLIDAY,10,TRAIN,CC10/DT26,8676,5912
2024-03,WEEKDAY,10,TRAIN,CC10/DT26,13160,11915
2024-03,WEEKDAY,11,TRAIN,NE5,8359,13333
2024-03,WEEKENDS/HOLIDAY,11,TRAIN,NE5,4782,8727
2024-03,WEEKDAY,8,TRAIN,PW7,5841,2650
2024-03,WEEKENDS/HOLIDAY,8,TRAIN,PW7,1695,887
2024-03,WEEKDAY,18,TRAIN,EW17,49157,78482
2024-03,WEEKENDS/HOLIDAY,18,TRAIN,EW17,14983,17013
2024-03,WEEKENDS/HOLIDAY,21,TRAIN,NS17/CC15,16026,19381
2024-03,WEEKDAY,21,TRAIN,NS17/CC15,35739,39632
2024-03,WEEKDAY,22,TRAIN,EW19,5501,15455
2024-03,WEEKENDS/HOLIDAY,22,TRAIN,EW19,2759,7977
2024-03,WEEKDAY,0,TRAIN,CC17/TE9,32,773
2024-03,WEEKENDS/HOLIDAY,0,TRAIN,CC17/TE9,32,688
2024-03,WEEKDAY,21,TRAIN,CC10/DT26,8611,15807
2024-03,WEEKENDS/HOLIDAY,21,TRAIN,CC10/DT26,3747,8339
2024-03,WEEKDAY,10,TRAIN,NS9/TE2,42853,36617
2024-03,WEEKENDS/HOLIDAY,10,TRAIN,NS9/TE2,29005,24500
2024-03,WEEKENDS/HOLIDAY,16,TRAIN,CC6,15482,43768
2024-03,WEEKDAY,16,TRAIN,CC6,15824,45090
2024-03,WEEKENDS/HOLIDAY,12,TRAIN,EW1,20554,11690
2024-03,WEEKDAY,12,TRAIN,EW1,26280,16236
2024-03,WEEKENDS/HOLIDAY,5,TRAIN,NS20,168,309
2024-03,WEEKDAY,5,TRAIN,NS20,944,1924
2024-03,WEEKDAY,12,TRAIN,TE4,4235,3541
2024-03,WEEKENDS/HOLIDAY,12,TRAIN,TE4,3094,2206
2024-03,WEEKDAY,15,TRAIN,EW32,3250,1259
2024-03,WEEKENDS/HOLIDAY,15,TRAIN,EW32,2411,1539
2024-03,WEEKDAY,19,TRAIN,TE18,14785,10122
2024-03,WEEKENDS/HOLIDAY,19,TRAIN,TE18,6504,5038
2024-03,WEEKENDS/HOLIDAY,19,TRAIN,NS13,24475,37061
2024-03,WEEKDAY,19,TRAIN,NS13,47150,136535
2024-03,WEEKENDS/HOLIDAY,11,TRAIN,SW1,1333,1312
2024-03,WEEKDAY,11,TRAIN,SW1,3038,2890
2024-03,WEEKENDS/HOLIDAY,10,TRAIN,DT30,5621,1890
2024-03,WEEKDAY,10,TRAIN,DT30,9676,2220
2024-03,WEEKDAY,22,TRAIN,TE12,2557,794
2024-03,WEEKENDS/HOLIDAY,22,TRAIN,TE12,1337,406
2024-03,WEEKDAY,8,TRAIN,EW6,38123,18418
2024-03,WEEKENDS/HOLIDAY,8,TRAIN,EW6,6715,4563
2024-03,WEEKENDS/HOLIDAY,20,TRAIN,NE1/CC29,54703,16291
2024-03,WEEKDAY,20,TRAIN,NE1/CC29,85471,26180
2024-03,WEEKDAY,12,TRAIN,TE14/NS22,51311,96993
2024-03,WEEKENDS/HOLIDAY,12,TRAIN,TE14/NS22,40806,72241
2024-03,WEEKENDS/HOLIDAY,17,TRAIN,CC12,4782,3269
2024-03,WEEKDAY,17,TRAIN,CC12,12378,9320
2024-03,WEEKDAY,11,TRAIN,NE4/DT19,39163,77514
2024-03,WEEKENDS/HOLIDAY,11,TRAIN,NE4/DT19,24385,47729
2024-03,WEEKDAY,10,TRAIN,NS7,26116,17839
2024-03,WEEKENDS/HOLIDAY,10,TRAIN,NS7,15714,13014
2024-03,WEEKDAY,10,TRAIN,DT23,2628,5667
2024-03,WEEKENDS/HOLIDAY,10,TRAIN,DT23,1493,2417
2024-03,WEEKENDS/HOLIDAY,8,TRAIN,CC25,2367,2686
2024-03,WEEKDAY,8,TRAIN,CC25,10727,24375
2024-03,WEEKDAY,22,TRAIN,NE5,22040,6074
2024-03,WEEKENDS/HOLIDAY,22,TRAIN,NE5,11406,4381
2024-03,WEEKDAY,7,TRAIN,DT27,17155,22340
2024-03,WEEKENDS/HOLIDAY,7,TRAIN,DT27,3278,2770
2024-03,WEEKDAY,10,TRAIN,CC25,5231,4837
2024-03,WEEKENDS/HOLIDAY,10,TRAIN,CC25,2869,2231
2024-03,WEEKENDS/HOLIDAY,22,TRAIN,CC17/TE9,973,2545
2024-03,WEEKDAY,22,TRAIN,CC17/TE9,1802,5069
2024-03,WEEKENDS/HOLIDAY,23,TRAIN,NE1/CC29,17838,4215
2024-03,WEEKDAY,23,TRAIN,NE1/CC29,24727,5952
2024-03,WEEKENDS/HOLIDAY,6,TRAIN,DT31,2418,779
2024-03,WEEKDAY,6,TRAIN,DT31,11292,3300
