LinkID,SpeedBand,Time
103042535,6,2024-04-15 17:11:29.799857
103042538,5,2024-04-15 17:11:29.799857
103042539,4,2024-04-15 17:11:29.799857
103042542,5,2024-04-15 17:11:29.799857
103042543,5,2024-04-15 17:11:29.799857
103042546,4,2024-04-15 17:11:29.799857
103042547,4,2024-04-15 17:11:29.799857
103042550,4,2024-04-15 17:11:29.799857
103042551,4,2024-04-15 17:11:29.799857
103042554,6,2024-04-15 17:11:29.799857
103042555,5,2024-04-15 17:11:29.799857
103042558,2,2024-04-15 17:11:29.799857
103042559,2,2024-04-15 17:11:29.799857
103042562,7,2024-04-15 17:11:29.799857
103042563,5,2024-04-15 17:11:29.799857
103042566,2,2024-04-15 17:11:29.799857
103042567,7,2024-04-15 17:11:29.799857
103042570,8,2024-04-15 17:11:29.799857
103042571,3,2024-04-15 17:11:29.799857
103042574,3,2024-04-15 17:11:29.799857
103042575,7,2024-04-15 17:11:29.799857
103042578,3,2024-04-15 17:11:29.799857
103042579,7,2024-04-15 17:11:29.799857
103042582,3,2024-04-15 17:11:29.799857
103042583,3,2024-04-15 17:11:29.799857
103042586,3,2024-04-15 17:11:29.799857
103042587,3,2024-04-15 17:11:29.799857
103042590,3,2024-04-15 17:11:29.799857
103042591,3,2024-04-15 17:11:29.799857
103042594,3,2024-04-15 17:11:29.799857
103042595,6,2024-04-15 17:11:29.799857
103042596,4,2024-04-15 17:11:29.799857
103042602,7,2024-04-15 17:11:29.799857
103042603,4,2024-04-15 17:11:29.799857
103042606,7,2024-04-15 17:11:29.799857
103042607,6,2024-04-15 17:11:29.799857
103042610,3,2024-04-15 17:11:29.799857
103042611,3,2024-04-15 17:11:29.799857
103042616,3,2024-04-15 17:11:29.799857
103042622,2,2024-04-15 17:11:29.799857
103042623,2,2024-04-15 17:11:29.799857
103042626,5,2024-04-15 17:11:29.799857
103042627,5,2024-04-15 17:11:29.799857
103042630,5,2024-04-15 17:11:29.799857
103042631,4,2024-04-15 17:11:29.799857
103042634,7,2024-04-15 17:11:29.799857
103042635,7,2024-04-15 17:11:29.799857
103042638,7,2024-04-15 17:11:29.799857
103042639,7,2024-04-15 17:11:29.799857
103042642,8,2024-04-15 17:11:29.799857
103042643,8,2024-04-15 17:11:29.799857
103042646,4,2024-04-15 17:11:29.799857
103042647,4,2024-04-15 17:11:29.799857
103042650,2,2024-04-15 17:11:29.799857
103042651,1,2024-04-15 17:11:29.799857
103042654,2,2024-04-15 17:11:29.799857
103042655,2,2024-04-15 17:11:29.799857
103042658,5,2024-04-15 17:11:29.799857
103042659,5,2024-04-15 17:11:29.799857
103042662,7,2024-04-15 17:11:29.799857
103042663,8,2024-04-15 17:11:29.799857
103042666,3,2024-04-15 17:11:29.799857
103042667,4,2024-04-15 17:11:29.799857
103042670,4,2024-04-15 17:11:29.799857
103042671,4,2024-04-15 17:11:29.799857
103042674,2,2024-04-15 17:11:29.799857
103042675,1,2024-04-15 17:11:29.799857
103042678,8,2024-04-15 17:11:29.799857
103042679,2,2024-04-15 17:11:29.799857
103042682,8,2024-04-15 17:11:29.799857
103042683,8,2024-04-15 17:11:29.799857
103042690,5,2024-04-15 17:11:29.799857
103042691,5,2024-04-15 17:11:29.799857
103042694,2,2024-04-15 17:11:29.799857
103042695,2,2024-04-15 17:11:29.799857
103042698,6,2024-04-15 17:11:29.799857
103042699,8,2024-04-15 17:11:29.799857
103042702,8,2024-04-15 17:11:29.799857
103042703,6,2024-04-15 17:11:29.799857
103042706,7,2024-04-15 17:11:29.799857
103042707,8,2024-04-15 17:11:29.799857
103042710,3,2024-04-15 17:11:29.799857
103042711,1,2024-04-15 17:11:29.799857
103042714,2,2024-04-15 17:11:29.799857
103042715,3,2024-04-15 17:11:29.799857
103042718,2,2024-04-15 17:11:29.799857
103042719,1,2024-04-15 17:11:29.799857
103042722,7,2024-04-15 17:11:29.799857
103042723,7,2024-04-15 17:11:29.799857
103042734,6,2024-04-15 17:11:29.799857
103042735,2,2024-04-15 17:11:29.799857
103042746,3,2024-04-15 17:11:29.799857
103042747,4,2024-04-15 17:11:29.799857
103042750,3,2024-04-15 17:11:29.799857
103042751,3,2024-04-15 17:11:29.799857
103042754,7,2024-04-15 17:11:29.799857
103042755,4,2024-04-15 17:11:29.799857
103042756,4,2024-04-15 17:11:29.799857
103042762,3,2024-04-15 17:11:29.799857
103042763,3,2024-04-15 17:11:29.799857
103042764,3,2024-04-15 17:11:29.799857
103042770,3,2024-04-15 17:11:29.799857
103042771,2,2024-04-15 17:11:29.799857
103042774,3,2024-04-15 17:11:29.799857
103042775,3,2024-04-15 17:11:29.799857
103042778,3,2024-04-15 17:11:29.799857
103042779,2,2024-04-15 17:11:29.799857
103042780,3,2024-04-15 17:11:29.799857
103042790,6,2024-04-15 17:11:29.799857
103042791,6,2024-04-15 17:11:29.799857
103042794,2,2024-04-15 17:11:29.799857
103042795,3,2024-04-15 17:11:29.799857
103042798,4,2024-04-15 17:11:29.799857
103042799,5,2024-04-15 17:11:29.799857
103042802,3,2024-04-15 17:11:29.799857
103042803,7,2024-04-15 17:11:29.799857
103042806,6,2024-04-15 17:11:29.799857
103042807,4,2024-04-15 17:11:29.799857
103042810,3,2024-04-15 17:11:29.799857
103042811,4,2024-04-15 17:11:29.799857
103042814,3,2024-04-15 17:11:29.799857
103042815,3,2024-04-15 17:11:29.799857
103042818,3,2024-04-15 17:11:29.799857
103042819,3,2024-04-15 17:11:29.799857
103042820,3,2024-04-15 17:11:29.799857
103042826,3,2024-04-15 17:11:29.799857
103042827,3,2024-04-15 17:11:29.799857
103042828,3,2024-04-15 17:11:29.799857
103042832,4,2024-04-15 17:11:29.799857
103042838,3,2024-04-15 17:11:29.799857
103042839,3,2024-04-15 17:11:29.799857
103042840,4,2024-04-15 17:11:29.799857
103042846,3,2024-04-15 17:11:29.799857
103042847,3,2024-04-15 17:11:29.799857
103042850,4,2024-04-15 17:11:29.799857
103042851,4,2024-04-15 17:11:29.799857
103042854,4,2024-04-15 17:11:29.799857
103042855,4,2024-04-15 17:11:29.799857
103042858,4,2024-04-15 17:11:29.799857
103042859,3,2024-04-15 17:11:29.799857
103042862,5,2024-04-15 17:11:29.799857
103042863,4,2024-04-15 17:11:29.799857
103042866,4,2024-04-15 17:11:29.799857
103042867,3,2024-04-15 17:11:29.799857
103042868,3,2024-04-15 17:11:29.799857
103042872,3,2024-04-15 17:11:29.799857
103042876,5,2024-04-15 17:11:29.799857
103042880,3,2024-04-15 17:11:29.799857
103042886,3,2024-04-15 17:11:29.799857
103042887,3,2024-04-15 17:11:29.799857
103042888,5,2024-04-15 17:11:29.799857
103042892,4,2024-04-15 17:11:29.799857
103042896,3,2024-04-15 17:11:29.799857
103042906,6,2024-04-15 17:11:29.799857
103042907,4,2024-04-15 17:11:29.799857
103042910,5,2024-04-15 17:11:29.799857
103042911,6,2024-04-15 17:11:29.799857
103042914,5,2024-04-15 17:11:29.799857
103042915,2,2024-04-15 17:11:29.799857
103042918,8,2024-04-15 17:11:29.799857
103042919,2,2024-04-15 17:11:29.799857
103042922,4,2024-04-15 17:11:29.799857
103042923,4,2024-04-15 17:11:29.799857
103042926,4,2024-04-15 17:11:29.799857
103042927,4,2024-04-15 17:11:29.799857
103042930,3,2024-04-15 17:11:29.799857
103042931,4,2024-04-15 17:11:29.799857
103042948,4,2024-04-15 17:11:29.799857
103042954,4,2024-04-15 17:11:29.799857
103042955,4,2024-04-15 17:11:29.799857
103042958,3,2024-04-15 17:11:29.799857
103042959,3,2024-04-15 17:11:29.799857
103042960,4,2024-04-15 17:11:29.799857
103042974,4,2024-04-15 17:11:29.799857
103042975,3,2024-04-15 17:11:29.799857
103042978,6,2024-04-15 17:11:29.799857
103042979,5,2024-04-15 17:11:29.799857
103042982,5,2024-04-15 17:11:29.799857
103042983,5,2024-04-15 17:11:29.799857
103042986,3,2024-04-15 17:11:29.799857
103042987,3,2024-04-15 17:11:29.799857
103042988,4,2024-04-15 17:11:29.799857
103042994,5,2024-04-15 17:11:29.799857
103042995,5,2024-04-15 17:11:29.799857
103042996,8,2024-04-15 17:11:29.799857
103043002,5,2024-04-15 17:11:29.799857
103043003,7,2024-04-15 17:11:29.799857
103043006,5,2024-04-15 17:11:29.799857
103043007,7,2024-04-15 17:11:29.799857
103043008,4,2024-04-15 17:11:29.799857
103043012,3,2024-04-15 17:11:29.799857
103043018,6,2024-04-15 17:11:29.799857
103043019,6,2024-04-15 17:11:29.799857
103043022,8,2024-04-15 17:11:29.799857
103043023,4,2024-04-15 17:11:29.799857
103043026,3,2024-04-15 17:11:29.799857
103043027,3,2024-04-15 17:11:29.799857
103043030,3,2024-04-15 17:11:29.799857
103043031,3,2024-04-15 17:11:29.799857
103043032,3,2024-04-15 17:11:29.799857
103043038,5,2024-04-15 17:11:29.799857
103043039,5,2024-04-15 17:11:29.799857
103043042,5,2024-04-15 17:11:29.799857
103043043,4,2024-04-15 17:11:29.799857
103043046,5,2024-04-15 17:11:29.799857
103043047,3,2024-04-15 17:11:29.799857
103043050,2,2024-04-15 17:11:29.799857
103043051,2,2024-04-15 17:11:29.799857
103043054,2,2024-04-15 17:11:29.799857
103043055,1,2024-04-15 17:11:29.799857
103043058,5,2024-04-15 17:11:29.799857
103043059,5,2024-04-15 17:11:29.799857
103043062,3,2024-04-15 17:11:29.799857
103043063,4,2024-04-15 17:11:29.799857
103043066,4,2024-04-15 17:11:29.799857
103043067,7,2024-04-15 17:11:29.799857
103043070,4,2024-04-15 17:11:29.799857
103043071,4,2024-04-15 17:11:29.799857
103043074,3,2024-04-15 17:11:29.799857
103043075,3,2024-04-15 17:11:29.799857
103043078,3,2024-04-15 17:11:29.799857
103043079,4,2024-04-15 17:11:29.799857
103043082,4,2024-04-15 17:11:29.799857
103043083,5,2024-04-15 17:11:29.799857
103043084,3,2024-04-15 17:11:29.799857
103043090,3,2024-04-15 17:11:29.799857
103043091,3,2024-04-15 17:11:29.799857
103043092,4,2024-04-15 17:11:29.799857
103043098,7,2024-04-15 17:11:29.799857
103043099,7,2024-04-15 17:11:29.799857
103043102,3,2024-04-15 17:11:29.799857
103043103,2,2024-04-15 17:11:29.799857
103043106,4,2024-04-15 17:11:29.799857
103043107,4,2024-04-15 17:11:29.799857
103043110,4,2024-04-15 17:11:29.799857
103043111,4,2024-04-15 17:11:29.799857
103043114,4,2024-04-15 17:11:29.799857
103043115,4,2024-04-15 17:11:29.799857
103043118,3,2024-04-15 17:11:29.799857
103043119,3,2024-04-15 17:11:29.799857
103043122,4,2024-04-15 17:11:29.799857
103043123,3,2024-04-15 17:11:29.799857
103043126,6,2024-04-15 17:11:29.799857
103043127,4,2024-04-15 17:11:29.799857
103043130,5,2024-04-15 17:11:29.799857
103043131,4,2024-04-15 17:11:29.799857
103043134,4,2024-04-15 17:11:29.799857
103043135,4,2024-04-15 17:11:29.799857
103043138,3,2024-04-15 17:11:29.799857
103043139,8,2024-04-15 17:11:29.799857
103043142,3,2024-04-15 17:11:29.799857
103043143,2,2024-04-15 17:11:29.799857
103043146,3,2024-04-15 17:11:29.799857
103043147,3,2024-04-15 17:11:29.799857
103043150,3,2024-04-15 17:11:29.799857
103043151,3,2024-04-15 17:11:29.799857
103043154,3,2024-04-15 17:11:29.799857
103043155,4,2024-04-15 17:11:29.799857
103043156,3,2024-04-15 17:11:29.799857
103043160,4,2024-04-15 17:11:29.799857
103043164,3,2024-04-15 17:11:29.799857
103043170,4,2024-04-15 17:11:29.799857
103043171,4,2024-04-15 17:11:29.799857
103043174,4,2024-04-15 17:11:29.799857
103043175,8,2024-04-15 17:11:29.799857
103043178,5,2024-04-15 17:11:29.799857
103043179,4,2024-04-15 17:11:29.799857
103043180,2,2024-04-15 17:11:29.799857
103043184,2,2024-04-15 17:11:29.799857
103043190,3,2024-04-15 17:11:29.799857
103043191,3,2024-04-15 17:11:29.799857
103043194,3,2024-04-15 17:11:29.799857
103043195,4,2024-04-15 17:11:29.799857
103043196,2,2024-04-15 17:11:29.799857
103043206,3,2024-04-15 17:11:29.799857
103043207,4,2024-04-15 17:11:29.799857
103043210,4,2024-04-15 17:11:29.799857
103043211,4,2024-04-15 17:11:29.799857
103043214,6,2024-04-15 17:11:29.799857
103043215,4,2024-04-15 17:11:29.799857
103043218,4,2024-04-15 17:11:29.799857
103043219,5,2024-04-15 17:11:29.799857
103043222,3,2024-04-15 17:11:29.799857
103043223,4,2024-04-15 17:11:29.799857
103043226,3,2024-04-15 17:11:29.799857
103043227,3,2024-04-15 17:11:29.799857
103043230,3,2024-04-15 17:11:29.799857
103043231,3,2024-04-15 17:11:29.799857
103043234,2,2024-04-15 17:11:29.799857
103043235,3,2024-04-15 17:11:29.799857
103043238,4,2024-04-15 17:11:29.799857
103043239,2,2024-04-15 17:11:29.799857
103043242,8,2024-04-15 17:11:29.799857
103043243,8,2024-04-15 17:11:29.799857
103043246,3,2024-04-15 17:11:29.799857
103043247,3,2024-04-15 17:11:29.799857
103043250,3,2024-04-15 17:11:29.799857
103043251,3,2024-04-15 17:11:29.799857
103043254,2,2024-04-15 17:11:29.799857
103043255,2,2024-04-15 17:11:29.799857
103043258,3,2024-04-15 17:11:29.799857
103043259,2,2024-04-15 17:11:29.799857
103043260,3,2024-04-15 17:11:29.799857
103043266,2,2024-04-15 17:11:29.799857
103043267,2,2024-04-15 17:11:29.799857
103043270,4,2024-04-15 17:11:29.799857
103043271,4,2024-04-15 17:11:29.799857
103043274,3,2024-04-15 17:11:29.799857
103043275,3,2024-04-15 17:11:29.799857
103043276,2,2024-04-15 17:11:29.799857
103043286,2,2024-04-15 17:11:29.799857
103043287,2,2024-04-15 17:11:29.799857
103043290,3,2024-04-15 17:11:29.799857
103043291,2,2024-04-15 17:11:29.799857
103043294,3,2024-04-15 17:11:29.799857
103043295,4,2024-04-15 17:11:29.799857
103043296,6,2024-04-15 17:11:29.799857
103043306,4,2024-04-15 17:11:29.799857
103043307,5,2024-04-15 17:11:29.799857
103043310,4,2024-04-15 17:11:29.799857
103043311,4,2024-04-15 17:11:29.799857
103043314,6,2024-04-15 17:11:29.799857
103043315,6,2024-04-15 17:11:29.799857
103043318,6,2024-04-15 17:11:29.799857
103043319,6,2024-04-15 17:11:29.799857
103043322,3,2024-04-15 17:11:29.799857
103043323,3,2024-04-15 17:11:29.799857
103043326,3,2024-04-15 17:11:29.799857
103043327,3,2024-04-15 17:11:29.799857
103043330,3,2024-04-15 17:11:29.799857
103043331,3,2024-04-15 17:11:29.799857
103043334,3,2024-04-15 17:11:29.799857
103043335,5,2024-04-15 17:11:29.799857
103043338,2,2024-04-15 17:11:29.799857
103043339,8,2024-04-15 17:11:29.799857
103043342,2,2024-04-15 17:11:29.799857
103043343,3,2024-04-15 17:11:29.799857
103043346,6,2024-04-15 17:11:29.799857
103043347,5,2024-04-15 17:11:29.799857
103043350,4,2024-04-15 17:11:29.799857
103043351,3,2024-04-15 17:11:29.799857
103043352,3,2024-04-15 17:11:29.799857
103043358,3,2024-04-15 17:11:29.799857
103043359,3,2024-04-15 17:11:29.799857
103043360,3,2024-04-15 17:11:29.799857
103043366,5,2024-04-15 17:11:29.799857
103043367,5,2024-04-15 17:11:29.799857
103043370,5,2024-04-15 17:11:29.799857
103043371,5,2024-04-15 17:11:29.799857
103043374,8,2024-04-15 17:11:29.799857
103043375,8,2024-04-15 17:11:29.799857
103043378,6,2024-04-15 17:11:29.799857
103043379,8,2024-04-15 17:11:29.799857
103043382,8,2024-04-15 17:11:29.799857
103043383,8,2024-04-15 17:11:29.799857
103043390,7,2024-04-15 17:11:29.799857
103043391,7,2024-04-15 17:11:29.799857
103043392,3,2024-04-15 17:11:29.799857
103043398,5,2024-04-15 17:11:29.799857
103043399,4,2024-04-15 17:11:29.799857
103043402,6,2024-04-15 17:11:29.799857
103043403,4,2024-04-15 17:11:29.799857
103043404,8,2024-04-15 17:11:29.799857
103043410,4,2024-04-15 17:11:29.799857
103043411,5,2024-04-15 17:11:29.799857
103043412,6,2024-04-15 17:11:29.799857
103043418,2,2024-04-15 17:11:29.799857
103043419,3,2024-04-15 17:11:29.799857
103043420,3,2024-04-15 17:11:29.799857
103043426,3,2024-04-15 17:11:29.799857
103043427,6,2024-04-15 17:11:29.799857
103043430,8,2024-04-15 17:11:29.799857
103043431,7,2024-04-15 17:11:29.799857
103043434,2,2024-04-15 17:11:29.799857
103043435,1,2024-04-15 17:11:29.799857
103043438,4,2024-04-15 17:11:29.799857
103043439,4,2024-04-15 17:11:29.799857
103043442,2,2024-04-15 17:11:29.799857
103043443,8,2024-04-15 17:11:29.799857
103043446,4,2024-04-15 17:11:29.799857
103043447,3,2024-04-15 17:11:29.799857
103043450,5,2024-04-15 17:11:29.799857
103043451,4,2024-04-15 17:11:29.799857
103043454,3,2024-04-15 17:11:29.799857
103043455,2,2024-04-15 17:11:29.799857
103043458,5,2024-04-15 17:11:29.799857
103043459,5,2024-04-15 17:11:29.799857
103043462,3,2024-04-15 17:11:29.799857
103043463,4,2024-04-15 17:11:29.799857
103043466,4,2024-04-15 17:11:29.799857
103043467,3,2024-04-15 17:11:29.799857
103043470,8,2024-04-15 17:11:29.799857
103043471,2,2024-04-15 17:11:29.799857
103043474,3,2024-04-15 17:11:29.799857
103043475,4,2024-04-15 17:11:29.799857
103043482,5,2024-04-15 17:11:29.799857
103043483,4,2024-04-15 17:11:29.799857
103043486,6,2024-04-15 17:11:29.799857
103043487,3,2024-04-15 17:11:29.799857
103043490,6,2024-04-15 17:11:29.799857
103043491,3,2024-04-15 17:11:29.799857
103043494,3,2024-04-15 17:11:29.799857
103043495,2,2024-04-15 17:11:29.799857
103043496,4,2024-04-15 17:11:29.799857
103043502,5,2024-04-15 17:11:29.799857
103043503,3,2024-04-15 17:11:29.799857
103043506,3,2024-04-15 17:11:29.799857
103043507,3,2024-04-15 17:11:29.799857
103043510,2,2024-04-15 17:11:29.799857
103043511,3,2024-04-15 17:11:29.799857
103043514,4,2024-04-15 17:11:29.799857
103043515,5,2024-04-15 17:11:29.799857
103043518,2,2024-04-15 17:11:29.799857
103043519,3,2024-04-15 17:11:29.799857
103043522,3,2024-04-15 17:11:29.799857
103043523,3,2024-04-15 17:11:29.799857
103043526,3,2024-04-15 17:11:29.799857
103043527,3,2024-04-15 17:11:29.799857
103043530,3,2024-04-15 17:11:29.799857
103043531,8,2024-04-15 17:11:29.799857
103043534,3,2024-04-15 17:11:29.799857
103043535,2,2024-04-15 17:11:29.799857
103043536,4,2024-04-15 17:11:29.799857
103043540,3,2024-04-15 17:11:29.799857
103043544,3,2024-04-15 17:11:29.799857
103043550,8,2024-04-15 17:11:29.799857
103043551,3,2024-04-15 17:11:29.799857
103043554,3,2024-04-15 17:11:29.799857
103043555,8,2024-04-15 17:11:29.799857
103043558,5,2024-04-15 17:11:29.799857
103043559,4,2024-04-15 17:11:29.799857
103043562,3,2024-04-15 17:11:29.799857
103043563,4,2024-04-15 17:11:29.799857
103043566,2,2024-04-15 17:11:29.799857
103043567,8,2024-04-15 17:11:29.799857
103043578,4,2024-04-15 17:11:29.799857
103043579,8,2024-04-15 17:11:29.799857
103043582,6,2024-04-15 17:11:29.799857
103043583,5,2024-04-15 17:11:29.799857
103043585,5,2024-04-15 17:11:29.799857
103043588,5,2024-04-15 17:11:29.799857
103043594,3,2024-04-15 17:11:29.799857
103043595,3,2024-04-15 17:11:29.799857
103043598,5,2024-04-15 17:11:29.799857
103043599,8,2024-04-15 17:11:29.799857
103043602,5,2024-04-15 17:11:29.799857
103043603,4,2024-04-15 17:11:29.799857
103043606,8,2024-04-15 17:11:29.799857
103043607,5,2024-04-15 17:11:29.799857
103043610,3,2024-04-15 17:11:29.799857
103043611,2,2024-04-15 17:11:29.799857
103043614,8,2024-04-15 17:11:29.799857
103043615,5,2024-04-15 17:11:29.799857
103043618,3,2024-04-15 17:11:29.799857
103043619,4,2024-04-15 17:11:29.799857
103043622,3,2024-04-15 17:11:29.799857
103043623,3,2024-04-15 17:11:29.799857
103043624,3,2024-04-15 17:11:29.799857
103043630,4,2024-04-15 17:11:29.799857
103043631,3,2024-04-15 17:11:29.799857
103043634,3,2024-04-15 17:11:29.799857
103043635,2,2024-04-15 17:11:29.799857
103043638,8,2024-04-15 17:11:29.799857
103043639,6,2024-04-15 17:11:29.799857
103043640,3,2024-04-15 17:11:29.799857
103043646,4,2024-04-15 17:11:29.799857
103043647,4,2024-04-15 17:11:29.799857
103043650,4,2024-04-15 17:11:29.799857
103043651,3,2024-04-15 17:11:29.799857
103043654,5,2024-04-15 17:11:29.799857
103043655,2,2024-04-15 17:11:29.799857
103043658,2,2024-04-15 17:11:29.799857
103043659,2,2024-04-15 17:11:29.799857
103043660,3,2024-04-15 17:11:29.799857
103043664,3,2024-04-15 17:11:29.799857
103043668,5,2024-04-15 17:11:29.799857
103043674,7,2024-04-15 17:11:29.799857
103043675,7,2024-04-15 17:11:29.799857
103043678,5,2024-04-15 17:11:29.799857
103043679,5,2024-04-15 17:11:29.799857
103043682,3,2024-04-15 17:11:29.799857
103043683,3,2024-04-15 17:11:29.799857
103043686,6,2024-04-15 17:11:29.799857
103043687,6,2024-04-15 17:11:29.799857
103043690,8,2024-04-15 17:11:29.799857
103043691,3,2024-04-15 17:11:29.799857
103043694,7,2024-04-15 17:11:29.799857
103043695,3,2024-04-15 17:11:29.799857
103043698,3,2024-04-15 17:11:29.799857
103043699,3,2024-04-15 17:11:29.799857
103043702,4,2024-04-15 17:11:29.799857
103043703,3,2024-04-15 17:11:29.799857
103043706,3,2024-04-15 17:11:29.799857
103043707,4,2024-04-15 17:11:29.799857
103043710,3,2024-04-15 17:11:29.799857
103043711,4,2024-04-15 17:11:29.799857
103043714,4,2024-04-15 17:11:29.799857
103043715,3,2024-04-15 17:11:29.799857
103043722,3,2024-04-15 17:11:29.799857
103043723,3,2024-04-15 17:11:29.799857
103043726,3,2024-04-15 17:11:29.799857
103043727,3,2024-04-15 17:11:29.799857
103043730,4,2024-04-15 17:11:29.799857
103043731,3,2024-04-15 17:11:29.799857
103043734,8,2024-04-15 17:11:29.799857
103043735,8,2024-04-15 17:11:29.799857
103043738,6,2024-04-15 17:11:29.799857
103043739,4,2024-04-15 17:11:29.799857
103043746,6,2024-04-15 17:11:29.799857
103043747,6,2024-04-15 17:11:29.799857
103043749,4,2024-04-15 17:11:29.799857
103043754,8,2024-04-15 17:11:29.799857
103043755,8,2024-04-15 17:11:29.799857
103043758,3,2024-04-15 17:11:29.799857
103043759,3,2024-04-15 17:11:29.799857
103043762,3,2024-04-15 17:11:29.799857
103043763,3,2024-04-15 17:11:29.799857
103043766,3,2024-04-15 17:11:29.799857
103043767,5,2024-04-15 17:11:29.799857
103043770,3,2024-04-15 17:11:29.799857
103043771,4,2024-04-15 17:11:29.799857
103043774,3,2024-04-15 17:11:29.799857
103043775,3,2024-04-15 17:11:29.799857
103043778,3,2024-04-15 17:11:29.799857
103043779,2,2024-04-15 17:11:29.799857
103043782,7,2024-04-15 17:11:29.799857
103043783,3,2024-04-15 17:11:29.799857
103043786,7,2024-04-15 17:11:29.799857
103043787,7,2024-04-15 17:11:29.799857
103043798,3,2024-04-15 17:11:29.799857
103043799,4,2024-04-15 17:11:29.799857
103043802,4,2024-04-15 17:11:29.799857
103043803,4,2024-04-15 17:11:29.799857
103043806,4,2024-04-15 17:11:29.799857
103043807,4,2024-04-15 17:11:29.799857
103043810,3,2024-04-15 17:11:29.799857
103043811,3,2024-04-15 17:11:29.799857
103043818,2,2024-04-15 17:11:29.799857
103043819,4,2024-04-15 17:11:29.799857
103043822,4,2024-04-15 17:11:29.799857
103043823,5,2024-04-15 17:11:29.799857
103043826,2,2024-04-15 17:11:29.799857
103043827,2,2024-04-15 17:11:29.799857
103043830,3,2024-04-15 17:11:29.799857
103043831,2,2024-04-15 17:11:29.799857
103043834,4,2024-04-15 17:11:29.799857
103043835,3,2024-04-15 17:11:29.799857
103043838,3,2024-04-15 17:11:29.799857
103043839,3,2024-04-15 17:11:29.799857
103043842,3,2024-04-15 17:11:29.799857
103043843,3,2024-04-15 17:11:29.799857
103043846,3,2024-04-15 17:11:29.799857
103043847,3,2024-04-15 17:11:29.799857
103043850,5,2024-04-15 17:11:29.799857
103043851,3,2024-04-15 17:11:29.799857
103043854,3,2024-04-15 17:11:29.799857
103043855,3,2024-04-15 17:11:29.799857
103043858,2,2024-04-15 17:11:29.799857
103043859,2,2024-04-15 17:11:29.799857
103043862,2,2024-04-15 17:11:29.799857
103043863,3,2024-04-15 17:11:29.799857
103043866,3,2024-04-15 17:11:29.799857
103043867,3,2024-04-15 17:11:29.799857
103043870,3,2024-04-15 17:11:29.799857
103043871,2,2024-04-15 17:11:29.799857
103043874,4,2024-04-15 17:11:29.799857
103043875,3,2024-04-15 17:11:29.799857
103043878,8,2024-04-15 17:11:29.799857
103043879,2,2024-04-15 17:11:29.799857
103043882,2,2024-04-15 17:11:29.799857
103043883,3,2024-04-15 17:11:29.799857
103043886,6,2024-04-15 17:11:29.799857
103043887,7,2024-04-15 17:11:29.799857
103043892,6,2024-04-15 17:11:29.799857
103043898,2,2024-04-15 17:11:29.799857
103043899,5,2024-04-15 17:11:29.799857
103043902,3,2024-04-15 17:11:29.799857
103043903,3,2024-04-15 17:11:29.799857
103043910,2,2024-04-15 17:11:29.799857
103043911,3,2024-04-15 17:11:29.799857
103043914,3,2024-04-15 17:11:29.799857
103043915,2,2024-04-15 17:11:29.799857
103043916,3,2024-04-15 17:11:29.799857
103043920,4,2024-04-15 17:11:29.799857
103043924,5,2024-04-15 17:11:29.799857
103043930,4,2024-04-15 17:11:29.799857
103043931,5,2024-04-15 17:11:29.799857
103043934,3,2024-04-15 17:11:29.799857
103043935,3,2024-04-15 17:11:29.799857
103043938,3,2024-04-15 17:11:29.799857
103043939,3,2024-04-15 17:11:29.799857
103043942,3,2024-04-15 17:11:29.799857
103043943,3,2024-04-15 17:11:29.799857
103043946,5,2024-04-15 17:11:29.799857
103043947,5,2024-04-15 17:11:29.799857
103043950,2,2024-04-15 17:11:29.799857
103043951,4,2024-04-15 17:11:29.799857
103043954,8,2024-04-15 17:11:29.799857
103043955,3,2024-04-15 17:11:29.799857
103043958,8,2024-04-15 17:11:29.799857
103043959,8,2024-04-15 17:11:29.799857
103043962,7,2024-04-15 17:11:29.799857
103043963,8,2024-04-15 17:11:29.799857
103043966,2,2024-04-15 17:11:29.799857
103043967,8,2024-04-15 17:11:29.799857
103043970,2,2024-04-15 17:11:29.799857
103043971,2,2024-04-15 17:11:29.799857
103043974,3,2024-04-15 17:11:29.799857
103043975,2,2024-04-15 17:11:29.799857
103043978,4,2024-04-15 17:11:29.799857
103043979,3,2024-04-15 17:11:29.799857
103043980,5,2024-04-15 17:11:29.799857
103043986,7,2024-04-15 17:11:29.799857
103043987,6,2024-04-15 17:11:29.799857
103043990,8,2024-04-15 17:11:29.799857
103043991,8,2024-04-15 17:11:29.799857
103043994,3,2024-04-15 17:11:29.799857
103043995,4,2024-04-15 17:11:29.799857
103043998,6,2024-04-15 17:11:29.799857
103043999,2,2024-04-15 17:11:29.799857
103044002,2,2024-04-15 17:11:29.799857
103044003,3,2024-04-15 17:11:29.799857
103044006,3,2024-04-15 17:11:29.799857
103044007,3,2024-04-15 17:11:29.799857
103044010,8,2024-04-15 17:11:29.799857
103044011,8,2024-04-15 17:11:29.799857
103044014,4,2024-04-15 17:11:29.799857
103044015,3,2024-04-15 17:11:29.799857
103044018,3,2024-04-15 17:11:29.799857
103044019,3,2024-04-15 17:11:29.799857
103044022,2,2024-04-15 17:11:29.799857
103044023,3,2024-04-15 17:11:29.799857
103044026,8,2024-04-15 17:11:29.799857
103044027,8,2024-04-15 17:11:29.799857
103044030,8,2024-04-15 17:11:29.799857
