,WeekendTapIn,YearMonth,WeekendTapOut,BusStopCode,WeekdayTapIn,WeekdayTapOut
3485,3514.0,2024-03,3766.0,63351,9153.0,8158.0
3486,3165.0,2024-03,4103.0,63359,6008.0,9824.0
3487,8548.0,2024-03,19139.0,63361,20942.0,45520.0
3488,9417.0,2024-03,6081.0,63369,18376.0,12596.0
3489,3971.0,2024-03,5724.0,63371,8131.0,11258.0
3490,8249.0,2024-03,5578.0,63379,17174.0,11351.0
3491,7953.0,2024-03,8512.0,63381,22135.0,22734.0
3492,11123.0,2024-03,9135.0,63389,28344.0,23226.0
3493,6390.0,2024-03,14597.0,63391,12287.0,31914.0
3494,13954.0,2024-03,5580.0,63399,31158.0,11386.0
3495,142230.0,2024-03,140507.0,64009,305163.0,279464.0
3496,2143.0,2024-03,6667.0,64011,8541.0,14291.0
3497,15711.0,2024-03,8948.0,64019,32050.0,21344.0
3498,6863.0,2024-03,9291.0,64021,14138.0,18583.0
3499,9224.0,2024-03,6470.0,64029,18655.0,12069.0
3500,6822.0,2024-03,10576.0,64031,22223.0,25837.0
3501,11042.0,2024-03,6274.0,64039,26203.0,17638.0
3502,17967.0,2024-03,3338.0,64041,39429.0,6579.0
3503,10673.0,2024-03,12048.0,64049,23308.0,25830.0
3504,7271.0,2024-03,7889.0,64051,26021.0,17957.0
3505,13714.0,2024-03,11066.0,64059,30632.0,29055.0
3506,6533.0,2024-03,8969.0,64061,22823.0,24073.0
3507,8340.0,2024-03,4786.0,64069,22497.0,18977.0
3508,15889.0,2024-03,7818.0,64071,29137.0,16071.0
3509,7226.0,2024-03,14044.0,64079,13374.0,24059.0
3510,4078.0,2024-03,6152.0,64081,8775.0,11554.0
3511,1150.0,2024-03,1770.0,64089,2220.0,3700.0
3512,497.0,2024-03,825.0,64091,6100.0,4096.0
3513,472.0,2024-03,248.0,64099,2814.0,4162.0
3514,11613.0,2024-03,18465.0,64101,35219.0,48944.0
3515,14806.0,2024-03,9870.0,64109,39529.0,29936.0
3516,13156.0,2024-03,16854.0,64111,43094.0,53952.0
3517,22943.0,2024-03,14671.0,64119,64767.0,43164.0
3518,4173.0,2024-03,3270.0,64121,10894.0,8970.0
3519,8125.0,2024-03,4170.0,64129,18812.0,11720.0
3520,307.0,2024-03,329.0,64131,1407.0,983.0
3521,68.0,2024-03,122.0,64139,231.0,273.0
3522,735.0,2024-03,972.0,64141,3565.0,5568.0
3523,964.0,2024-03,468.0,64149,4125.0,2575.0
3524,852.0,2024-03,1827.0,64151,4507.0,10098.0
3525,1585.0,2024-03,736.0,64159,10008.0,3976.0
3526,484.0,2024-03,548.0,64161,2265.0,2861.0
3527,717.0,2024-03,310.0,64169,3616.0,1581.0
3528,14.0,2024-03,7.0,64171,45.0,18.0
3529,8.0,2024-03,74.0,64179,100.0,323.0
3530,11.0,2024-03,13.0,64181,17.0,24.0
3531,8.0,2024-03,3.0,64189,33.0,31.0
3532,25.0,2024-03,19.0,64191,38.0,47.0
3533,7.0,2024-03,25.0,64199,31.0,42.0
3534,14449.0,2024-03,15068.0,64201,35590.0,36040.0
3535,9482.0,2024-03,9841.0,64209,23910.0,26741.0
3536,247.0,2024-03,387.0,64211,676.0,1175.0
3537,325.0,2024-03,1173.0,64219,682.0,2470.0
3538,94.0,2024-03,72.0,64221,196.0,172.0
3539,531.0,2024-03,399.0,64229,1686.0,1757.0
3540,6190.0,2024-03,3424.0,64231,12726.0,7999.0
3541,2289.0,2024-03,4021.0,64239,6302.0,8308.0
3542,10538.0,2024-03,6402.0,64241,23953.0,15748.0
3543,6246.0,2024-03,7626.0,64249,17456.0,17312.0
3544,,2024-03,,64251,1074.0,4.0
3545,,2024-03,,64259,0.0,42.0
3546,1454.0,2024-03,2979.0,64301,3014.0,5956.0
3547,1362.0,2024-03,836.0,64309,2510.0,1592.0
3548,1501.0,2024-03,1883.0,64311,2863.0,3185.0
3549,1104.0,2024-03,1677.0,64319,1745.0,3195.0
3550,3801.0,2024-03,3085.0,64321,7897.0,5826.0
3551,2811.0,2024-03,7639.0,64329,5446.0,17056.0
3552,10568.0,2024-03,6476.0,64331,21013.0,13225.0
3553,5335.0,2024-03,8545.0,64339,10497.0,17258.0
3554,14080.0,2024-03,19919.0,64341,24523.0,38849.0
3555,10294.0,2024-03,7518.0,64349,20243.0,13352.0
3556,9941.0,2024-03,11027.0,64351,23564.0,28151.0
3557,8079.0,2024-03,5433.0,64359,25645.0,16027.0
3558,7278.0,2024-03,7972.0,64361,17101.0,18334.0
3559,5539.0,2024-03,4331.0,64369,12062.0,9864.0
3560,1244.0,2024-03,3415.0,64371,2111.0,6621.0
3561,2620.0,2024-03,631.0,64379,4972.0,1195.0
3562,11857.0,2024-03,42703.0,64381,26640.0,99188.0
3563,17984.0,2024-03,9033.0,64389,41813.0,19944.0
3564,4688.0,2024-03,5091.0,64391,9571.0,10448.0
3565,2357.0,2024-03,1860.0,64397,5092.0,4074.0
3566,2400.0,2024-03,3638.0,64399,4770.0,7262.0
3567,11488.0,2024-03,11797.0,64401,25857.0,29112.0
3568,13229.0,2024-03,12284.0,64409,29010.0,27641.0
3569,21733.0,2024-03,23976.0,64411,41824.0,51377.0
3570,28927.0,2024-03,26852.0,64419,57504.0,48311.0
3571,5297.0,2024-03,3819.0,64421,11273.0,7430.0
3572,5209.0,2024-03,5268.0,64429,12948.0,10910.0
3573,1703.0,2024-03,6344.0,64431,3872.0,13964.0
3574,3405.0,2024-03,1016.0,64439,8061.0,2229.0
3575,3574.0,2024-03,7552.0,64441,7397.0,15452.0
3576,4487.0,2024-03,2227.0,64449,9381.0,4737.0
3577,10177.0,2024-03,16376.0,64461,23405.0,41869.0
3578,11665.0,2024-03,5553.0,64469,32586.0,14122.0
3579,16297.0,2024-03,10256.0,64471,38712.0,23137.0
3580,10722.0,2024-03,14912.0,64479,24495.0,36843.0
3581,13355.0,2024-03,8054.0,64481,29974.0,18478.0
3582,12047.0,2024-03,16903.0,64489,25988.0,35547.0
3583,17864.0,2024-03,21428.0,64491,37702.0,48534.0
3584,10282.0,2024-03,5669.0,64499,21546.0,12547.0
3585,1177.0,2024-03,1003.0,64509,1837.0,1830.0
3586,1072.0,2024-03,639.0,64519,1613.0,1012.0
3587,1508.0,2024-03,2815.0,64521,7007.0,11005.0
3588,2847.0,2024-03,1838.0,64529,12979.0,8458.0
3589,36334.0,2024-03,30746.0,64541,82847.0,79417.0
3590,19739.0,2024-03,30525.0,64549,49395.0,81466.0
3591,2009.0,2024-03,601.0,64551,4564.0,1493.0
3592,629.0,2024-03,3081.0,64559,1405.0,8194.0
3593,5057.0,2024-03,1003.0,64561,11458.0,1618.0
3594,3005.0,2024-03,6677.0,64571,5539.0,14005.0
3595,9513.0,2024-03,2598.0,64579,19640.0,4737.0
3596,9940.0,2024-03,6198.0,64601,17930.0,13159.0
3597,6640.0,2024-03,9200.0,64609,14263.0,16321.0
3598,7646.0,2024-03,5176.0,64611,22255.0,16682.0
3599,7088.0,2024-03,8297.0,64619,20071.0,22771.0
3600,2945.0,2024-03,6053.0,64621,6378.0,13037.0
3601,5842.0,2024-03,1885.0,64629,11413.0,3971.0
3602,185904.0,2024-03,203672.0,65009,389942.0,420916.0
3603,9750.0,2024-03,11648.0,65011,17431.0,23917.0
3604,12158.0,2024-03,8290.0,65019,26307.0,15841.0
3605,9279.0,2024-03,13923.0,65021,18355.0,28645.0
3606,16509.0,2024-03,13481.0,65029,33472.0,26287.0
3607,14561.0,2024-03,9335.0,65031,28898.0,18394.0
3608,5721.0,2024-03,7431.0,65039,12396.0,16150.0
3609,6990.0,2024-03,7841.0,65041,15269.0,14552.0
3610,6325.0,2024-03,9279.0,65049,12237.0,20916.0
3611,6472.0,2024-03,3751.0,65059,14276.0,7522.0
3612,38453.0,2024-03,26009.0,65061,84568.0,55490.0
3613,28329.0,2024-03,34877.0,65069,60926.0,76650.0
3614,7212.0,2024-03,10277.0,65071,15907.0,23119.0
3615,6889.0,2024-03,3192.0,65079,14539.0,7255.0
3616,421.0,2024-03,1686.0,65081,1176.0,3986.0
3617,3139.0,2024-03,1497.0,65089,6724.0,3653.0
3618,2471.0,2024-03,801.0,65091,4298.0,1827.0
3619,1562.0,2024-03,1792.0,65099,3746.0,3041.0
3620,16751.0,2024-03,2910.0,65141,37952.0,7215.0
3621,8620.0,2024-03,19367.0,65149,19969.0,44719.0
3622,4359.0,2024-03,7475.0,65151,9427.0,18046.0
3623,4344.0,2024-03,2817.0,65159,9948.0,6375.0
3624,5215.0,2024-03,6827.0,65161,11902.0,16380.0
3625,7615.0,2024-03,5643.0,65169,19083.0,13298.0
3626,12327.0,2024-03,17170.0,65171,27811.0,38217.0
3627,11281.0,2024-03,9182.0,65179,25688.0,21581.0
3628,477.0,2024-03,2073.0,65181,1025.0,4058.0
3629,2695.0,2024-03,1063.0,65189,5428.0,2173.0
3630,95854.0,2024-03,101565.0,65191,229979.0,246781.0
3631,100153.0,2024-03,91121.0,65199,232441.0,210103.0
3632,3523.0,2024-03,3600.0,65201,9888.0,8336.0
3633,4098.0,2024-03,3294.0,65209,9095.0,9488.0
3634,7699.0,2024-03,4087.0,65221,16594.0,9349.0
3635,7194.0,2024-03,9551.0,65229,16024.0,20862.0
3636,4421.0,2024-03,9700.0,65231,9670.0,19686.0
3637,8085.0,2024-03,3573.0,65239,15304.0,7331.0
3638,2787.0,2024-03,1428.0,65241,7728.0,4316.0
3639,1927.0,2024-03,3710.0,65249,5175.0,9247.0
3640,18251.0,2024-03,12411.0,65251,36172.0,26617.0
3641,18904.0,2024-03,20661.0,65259,37690.0,42666.0
3642,8841.0,2024-03,7556.0,65261,21262.0,17635.0
3643,9788.0,2024-03,9093.0,65269,22632.0,21795.0
3644,8335.0,2024-03,16030.0,65271,18499.0,36464.0
3645,14829.0,2024-03,6679.0,65279,35451.0,16219.0
3646,5381.0,2024-03,8956.0,65281,17130.0,24792.0
3647,12767.0,2024-03,5465.0,65289,33864.0,16502.0
3648,1456.0,2024-03,1686.0,65301,4272.0,3456.0
3649,1819.0,2024-03,783.0,65309,3696.0,2282.0
3650,3258.0,2024-03,5589.0,65311,7821.0,13160.0
3651,5983.0,2024-03,3369.0,65319,13170.0,8160.0
3652,1556.0,2024-03,3103.0,65321,3060.0,7525.0
3653,3291.0,2024-03,1683.0,65329,7833.0,4109.0
3654,2884.0,2024-03,1688.0,65331,10754.0,4736.0
3655,4492.0,2024-03,3669.0,65339,12035.0,11457.0
3656,7481.0,2024-03,2914.0,65341,17047.0,7026.0
3657,1336.0,2024-03,6063.0,65349,3067.0,14543.0
3658,1923.0,2024-03,3556.0,65351,4434.0,9607.0
3659,2599.0,2024-03,637.0,65359,7556.0,1618.0
3660,1443.0,2024-03,6706.0,65371,3996.0,15981.0
3661,5657.0,2024-03,1867.0,65379,12188.0,5176.0
3662,201.0,2024-03,1030.0,65381,1347.0,3926.0
3663,1769.0,2024-03,422.0,65389,5675.0,1472.0
3664,2001.0,2024-03,9228.0,65391,4830.0,22158.0
3665,9120.0,2024-03,1599.0,65399,20993.0,4234.0
3666,2216.0,2024-03,6862.0,65401,6420.0,14855.0
3667,5100.0,2024-03,2897.0,65409,13115.0,5928.0
3668,304.0,2024-03,367.0,65411,2153.0,1749.0
3669,312.0,2024-03,521.0,65419,1853.0,2067.0
3670,194.0,2024-03,647.0,65429,2251.0,3439.0
3671,20901.0,2024-03,7619.0,65431,49900.0,19192.0
3672,10806.0,2024-03,21066.0,65439,26168.0,51098.0
3673,476.0,2024-03,394.0,65441,1877.0,1418.0
3674,580.0,2024-03,804.0,65449,4388.0,3570.0
3675,8078.0,2024-03,3603.0,65451,16025.0,8280.0
3676,1477.0,2024-03,4007.0,65459,4529.0,9429.0
3677,2873.0,2024-03,999.0,65461,6052.0,1723.0
3678,906.0,2024-03,2199.0,65469,1849.0,5129.0
3679,1562.0,2024-03,4401.0,65481,2773.0,5819.0
3680,3477.0,2024-03,1582.0,65489,6432.0,2816.0
3681,363.0,2024-03,113.0,65491,1127.0,143.0
3682,320.0,2024-03,1083.0,65499,559.0,2727.0
3683,2644.0,2024-03,5678.0,65521,8631.0,14932.0
3684,6565.0,2024-03,2154.0,65529,15270.0,5877.0
3685,3562.0,2024-03,5406.0,65531,8800.0,12245.0
3686,9843.0,2024-03,6776.0,65539,22626.0,17395.0
3687,1150.0,2024-03,6223.0,65541,3804.0,15693.0
3688,5869.0,2024-03,1012.0,65549,15177.0,3469.0
3689,283.0,2024-03,2098.0,65551,540.0,5366.0
3690,2483.0,2024-03,100.0,65559,6593.0,360.0
3691,3535.0,2024-03,6965.0,65561,7621.0,15464.0
3692,7066.0,2024-03,4455.0,65569,12981.0,9463.0
3693,999.0,2024-03,2955.0,65571,2094.0,7407.0
3694,604.0,2024-03,340.0,65579,1230.0,701.0
3695,77.0,2024-03,214.0,65601,310.0,552.0
3696,275.0,2024-03,231.0,65609,692.0,465.0
3697,1078.0,2024-03,1158.0,65611,2176.0,2505.0
3698,1493.0,2024-03,1023.0,65619,3572.0,2567.0
3699,1111.0,2024-03,1738.0,65621,1544.0,2456.0
3700,2127.0,2024-03,2431.0,65629,3606.0,4015.0
3701,276.0,2024-03,326.0,65631,958.0,759.0
3702,448.0,2024-03,585.0,65639,1361.0,2115.0
3703,960.0,2024-03,1466.0,65641,2222.0,3594.0
3704,2711.0,2024-03,2767.0,65651,4905.0,5363.0
3705,9093.0,2024-03,9350.0,65661,18684.0,21230.0
3706,2675.0,2024-03,412.0,65671,5908.0,4223.0
3707,417.0,2024-03,4388.0,65679,2858.0,9399.0
3708,754.0,2024-03,118.0,65681,971.0,424.0
3709,179.0,2024-03,580.0,65689,313.0,1121.0
3710,4419.0,2024-03,7003.0,65691,2604.0,6489.0
3711,2363.0,2024-03,104.0,65699,3057.0,86.0
3712,708.0,2024-03,1524.0,65711,878.0,2741.0
3713,5688.0,2024-03,3717.0,65719,9778.0,7069.0
3714,3123.0,2024-03,2163.0,65801,5645.0,4780.0
3715,2595.0,2024-03,3940.0,65809,6860.0,8366.0
3716,113411.0,2024-03,60612.0,66009,226896.0,108334.0
3717,441.0,2024-03,438.0,66011,5720.0,5598.0
3718,271.0,2024-03,239.0,66019,3365.0,2684.0
3719,3246.0,2024-03,1660.0,66021,11730.0,5489.0
3720,1674.0,2024-03,2650.0,66029,6611.0,10548.0
3721,7769.0,2024-03,5769.0,66031,19240.0,13493.0
3722,8673.0,2024-03,10518.0,66039,17172.0,21932.0
3723,7411.0,2024-03,7063.0,66041,19590.0,17079.0
3724,4017.0,2024-03,4512.0,66049,8293.0,9674.0
3725,15856.0,2024-03,6217.0,66051,43513.0,11619.0
3726,7643.0,2024-03,9718.0,66059,15895.0,23532.0
3727,2001.0,2024-03,1906.0,66061,4205.0,3443.0
3728,1559.0,2024-03,1593.0,66069,2641.0,3283.0
3729,2686.0,2024-03,1941.0,66071,4778.0,3522.0
3730,1804.0,2024-03,2150.0,66079,2414.0,3273.0
3731,1236.0,2024-03,1037.0,66081,2516.0,1655.0
3732,2331.0,2024-03,2233.0,66089,4068.0,4200.0
3733,5012.0,2024-03,4388.0,66091,10872.0,10893.0
3734,4849.0,2024-03,6235.0,66099,11854.0,14641.0
3735,13528.0,2024-03,13431.0,66101,30230.0,30513.0
3736,11738.0,2024-03,12690.0,66109,25529.0,28090.0
3737,678.0,2024-03,3556.0,66111,1605.0,7548.0
3738,2588.0,2024-03,656.0,66119,5318.0,1486.0
3739,459.0,2024-03,3132.0,66121,696.0,6373.0
3740,2613.0,2024-03,418.0,66129,5531.0,1109.0
3741,2635.0,2024-03,3190.0,66131,4230.0,5162.0
3742,1630.0,2024-03,2188.0,66139,2468.0,3656.0
3743,1258.0,2024-03,736.0,66141,2471.0,1490.0
3744,1168.0,2024-03,1602.0,66149,2220.0,3524.0
3745,378.0,2024-03,502.0,66151,813.0,971.0
3746,151.0,2024-03,1123.0,66161,288.0,2079.0
3747,2309.0,2024-03,4176.0,66171,2755.0,6285.0
3748,386.0,2024-03,745.0,66181,1470.0,2675.0
3749,751.0,2024-03,546.0,66191,1300.0,918.0
3750,970.0,2024-03,882.0,66201,1815.0,1746.0
3751,1214.0,2024-03,816.0,66211,2373.0,1838.0
3752,614.0,2024-03,578.0,66221,761.0,872.0
3753,890.0,2024-03,788.0,66231,3641.0,2565.0
3754,248.0,2024-03,177.0,66241,443.0,383.0
3755,1245.0,2024-03,361.0,66251,2965.0,902.0
3756,814.0,2024-03,341.0,66261,1714.0,573.0
3757,38684.0,2024-03,37649.0,66271,60282.0,62366.0
3758,1563.0,2024-03,1683.0,66291,3037.0,2893.0
3759,10181.0,2024-03,7410.0,66301,19617.0,17407.0
3760,3929.0,2024-03,9465.0,66309,9710.0,18249.0
3761,3194.0,2024-03,1498.0,66311,5641.0,4913.0
3762,580.0,2024-03,3931.0,66319,2233.0,7755.0
3763,2949.0,2024-03,982.0,66321,4475.0,2896.0
3764,667.0,2024-03,6038.0,66329,2525.0,11108.0
3765,19353.0,2024-03,27574.0,66331,68858.0,88564.0
3766,25779.0,2024-03,11045.0,66339,79100.0,47699.0
3767,2922.0,2024-03,3993.0,66341,18388.0,24675.0
3768,4416.0,2024-03,2578.0,66349,25747.0,16127.0
3769,97666.0,2024-03,74280.0,66351,228955.0,145577.0
3770,59747.0,2024-03,87456.0,66359,132615.0,210752.0
3771,3850.0,2024-03,6554.0,66361,7531.0,13665.0
3772,11937.0,2024-03,5338.0,66369,25865.0,9863.0
3773,26347.0,2024-03,22716.0,66371,47316.0,41114.0
3774,14943.0,2024-03,16225.0,66379,27384.0,30201.0
3775,19111.0,2024-03,10421.0,66381,39068.0,20313.0
3776,12213.0,2024-03,41128.0,66389,26856.0,87222.0
3777,2187.0,2024-03,1489.0,66391,5062.0,4511.0
3778,834.0,2024-03,1029.0,66399,2515.0,3596.0
3779,1638.0,2024-03,1141.0,66401,3054.0,2319.0
3780,1150.0,2024-03,2331.0,66409,2674.0,4577.0
3781,2248.0,2024-03,2306.0,66411,6083.0,6075.0
3782,2396.0,2024-03,1364.0,66419,6528.0,4035.0
3783,4943.0,2024-03,16811.0,66421,12090.0,41684.0
3784,13373.0,2024-03,4231.0,66429,31437.0,9024.0
3785,4684.0,2024-03,6252.0,66431,12865.0,14361.0
3786,7359.0,2024-03,3253.0,66439,21067.0,8413.0
3787,2100.0,2024-03,1721.0,66451,11261.0,8532.0
3788,4525.0,2024-03,2283.0,66459,17141.0,12300.0
3789,2008.0,2024-03,4025.0,66461,9137.0,14159.0
3790,1820.0,2024-03,2953.0,66471,5839.0,11636.0
3791,4003.0,2024-03,2649.0,66479,15272.0,10113.0
3792,12698.0,2024-03,22090.0,66481,31174.0,48759.0
3793,17265.0,2024-03,13190.0,66489,35928.0,30260.0
3794,6840.0,2024-03,9002.0,66491,18678.0,25557.0
3795,10602.0,2024-03,9344.0,66499,30388.0,25273.0
3796,1734.0,2024-03,1565.0,66509,7264.0,10301.0
3797,2027.0,2024-03,1364.0,66511,8998.0,4331.0
3798,476.0,2024-03,392.0,66519,1906.0,1609.0
3799,911.0,2024-03,374.0,66521,2908.0,1831.0
3800,3658.0,2024-03,3900.0,66529,11454.0,13589.0
3801,879.0,2024-03,480.0,66531,3537.0,1852.0
3802,2797.0,2024-03,2922.0,66539,10436.0,11003.0
3803,2962.0,2024-03,5773.0,66541,6375.0,11632.0
3804,906.0,2024-03,281.0,66549,1563.0,656.0
3805,966.0,2024-03,2305.0,66551,1856.0,4935.0
3806,2348.0,2024-03,2307.0,66559,4896.0,4856.0
3807,983.0,2024-03,1734.0,66561,2119.0,3508.0
3808,1877.0,2024-03,4386.0,66569,4332.0,10454.0
3809,4738.0,2024-03,3879.0,66571,8724.0,8087.0
3810,11903.0,2024-03,10567.0,66579,25461.0,25527.0
3811,1922.0,2024-03,1042.0,66581,3685.0,1944.0
3812,5790.0,2024-03,4852.0,66589,13338.0,10979.0
3813,1032.0,2024-03,639.0,66599,7332.0,6032.0
3814,1554.0,2024-03,1915.0,66601,3130.0,4245.0
3815,13533.0,2024-03,9178.0,66609,33089.0,22253.0
3816,111406.0,2024-03,101416.0,67009,245936.0,222206.0
3817,718.0,2024-03,1663.0,67011,2120.0,3249.0
3818,1711.0,2024-03,412.0,67019,2864.0,787.0
3819,1267.0,2024-03,1206.0,67021,2855.0,2633.0
3820,824.0,2024-03,1657.0,67029,1922.0,4323.0
3821,1978.0,2024-03,1451.0,67039,4787.0,3727.0
3822,9807.0,2024-03,9138.0,67041,24207.0,22315.0
3823,8496.0,2024-03,9109.0,67049,18731.0,21465.0
3824,14111.0,2024-03,6282.0,67051,32557.0,13500.0
3825,4774.0,2024-03,12006.0,67059,9563.0,30204.0
3826,744.0,2024-03,366.0,67061,1392.0,742.0
3827,326.0,2024-03,870.0,67069,661.0,1941.0
3828,7556.0,2024-03,5445.0,67071,11167.0,6806.0
3829,5814.0,2024-03,7197.0,67079,7147.0,10929.0
3830,598.0,2024-03,1644.0,67081,1413.0,3235.0
3831,2691.0,2024-03,1011.0,67089,5202.0,1995.0
3832,76.0,2024-03,569.0,67091,228.0,1484.0
3833,1702.0,2024-03,432.0,67099,4507.0,969.0
3834,5013.0,2024-03,4250.0,67101,11504.0,10388.0
3835,9284.0,2024-03,6851.0,67109,20027.0,15766.0
3836,3445.0,2024-03,7181.0,67111,9423.0,12566.0
3837,8996.0,2024-03,4076.0,67119,22407.0,9299.0
3838,3764.0,2024-03,3944.0,67121,6921.0,8475.0
3839,5200.0,2024-03,5645.0,67129,11517.0,11332.0
3840,5524.0,2024-03,3588.0,67131,11731.0,8362.0
3841,6799.0,2024-03,6979.0,67139,17325.0,17359.0
3842,6341.0,2024-03,6224.0,67141,14841.0,13587.0
3843,3139.0,2024-03,1593.0,67151,8005.0,3214.0
3844,3854.0,2024-03,5434.0,67159,6855.0,11984.0
3845,652.0,2024-03,434.0,67161,1556.0,1843.0
3846,701.0,2024-03,1361.0,67169,2151.0,2683.0
3847,4349.0,2024-03,8938.0,67171,12068.0,22372.0
3848,6562.0,2024-03,3539.0,67179,16222.0,8646.0
3849,4318.0,2024-03,14897.0,67181,11369.0,38260.0
3850,12671.0,2024-03,3231.0,67189,30604.0,8509.0
3851,9471.0,2024-03,7814.0,67191,20768.0,17679.0
3852,6335.0,2024-03,6234.0,67199,14659.0,13469.0
3853,7865.0,2024-03,7282.0,67201,17363.0,17816.0
3854,6780.0,2024-03,6711.0,67209,17975.0,15586.0
3855,5264.0,2024-03,6015.0,67211,12838.0,17016.0
3856,6206.0,2024-03,5093.0,67219,21290.0,14396.0
3857,2185.0,2024-03,3826.0,67221,5493.0,8108.0
3858,2329.0,2024-03,773.0,67229,5223.0,2402.0
3859,2936.0,2024-03,11083.0,67231,8902.0,25173.0
3860,9724.0,2024-03,4960.0,67239,20044.0,12554.0
3861,3060.0,2024-03,5450.0,67241,7802.0,12300.0
3862,5856.0,2024-03,3411.0,67249,13710.0,8439.0
3863,5527.0,2024-03,13856.0,67251,12019.0,32036.0
3864,13301.0,2024-03,6297.0,67259,32526.0,13879.0
3865,3836.0,2024-03,5846.0,67261,8901.0,13036.0
3866,2783.0,2024-03,2986.0,67269,6640.0,6344.0
3867,4230.0,2024-03,4516.0,67271,10472.0,9694.0
3868,6430.0,2024-03,4654.0,67279,14473.0,11673.0
3869,1816.0,2024-03,2769.0,67281,4413.0,6602.0
3870,2128.0,2024-03,1443.0,67289,4716.0,3599.0
3871,787.0,2024-03,1053.0,67291,1832.0,2868.0
3872,1164.0,2024-03,563.0,67299,4322.0,1886.0
3873,1206.0,2024-03,1504.0,67301,2647.0,4176.0
3874,525.0,2024-03,588.0,67309,2083.0,1656.0
3875,306.0,2024-03,4094.0,67311,1543.0,8332.0
3876,4033.0,2024-03,448.0,67319,8543.0,2130.0
3877,3297.0,2024-03,3040.0,67321,6608.0,7051.0
3878,2625.0,2024-03,1695.0,67329,6639.0,4467.0
3879,566.0,2024-03,1643.0,67331,1139.0,4230.0
3880,1898.0,2024-03,866.0,67339,5087.0,2132.0
3881,1952.0,2024-03,4294.0,67341,4682.0,9525.0
3882,4306.0,2024-03,1709.0,67349,9608.0,4163.0
3883,1224.0,2024-03,3605.0,67351,3585.0,8049.0
3884,3168.0,2024-03,1186.0,67359,10727.0,4367.0
3885,2527.0,2024-03,8016.0,67361,6891.0,19754.0
3886,8062.0,2024-03,2080.0,67369,21945.0,6083.0
3887,6828.0,2024-03,18489.0,67371,13427.0,38999.0
3888,25867.0,2024-03,8852.0,67379,52292.0,18045.0
3889,11459.0,2024-03,4185.0,67381,22210.0,10473.0
3890,5114.0,2024-03,13632.0,67389,12337.0,27920.0
3891,9511.0,2024-03,6398.0,67391,24462.0,19368.0
3892,6205.0,2024-03,7968.0,67399,18024.0,20471.0
3893,28871.0,2024-03,51301.0,67401,61922.0,111190.0
3894,78814.0,2024-03,48169.0,67409,179534.0,101936.0
3895,4921.0,2024-03,7882.0,67411,15236.0,25123.0
3896,8760.0,2024-03,8332.0,67419,27710.0,26783.0
3897,274.0,2024-03,2137.0,67421,845.0,5826.0
3898,807.0,2024-03,116.0,67429,2541.0,406.0
3899,158.0,2024-03,952.0,67431,515.0,2040.0
3900,1210.0,2024-03,2267.0,67439,2590.0,4741.0
3901,16892.0,2024-03,28111.0,67441,40236.0,62120.0
3902,17278.0,2024-03,14960.0,67449,39969.0,35848.0
3903,2177.0,2024-03,3768.0,67451,5533.0,6997.0
3904,1239.0,2024-03,1244.0,67459,2694.0,2911.0
3905,4058.0,2024-03,2073.0,67461,10347.0,5341.0
3906,2575.0,2024-03,3455.0,67469,5535.0,10303.0
3907,3914.0,2024-03,5196.0,67471,9264.0,13577.0
3908,6794.0,2024-03,5001.0,67479,19562.0,13965.0
3909,11553.0,2024-03,12295.0,67481,19788.0,29493.0
3910,9351.0,2024-03,11270.0,67489,22589.0,20679.0
3911,5873.0,2024-03,6409.0,67491,16795.0,17285.0
3912,6806.0,2024-03,4982.0,67499,16998.0,15800.0
3913,784.0,2024-03,1166.0,67501,1781.0,2944.0
3914,328.0,2024-03,362.0,67509,743.0,928.0
3915,617.0,2024-03,1430.0,67511,1309.0,3295.0
3916,722.0,2024-03,238.0,67519,1550.0,633.0
3917,7879.0,2024-03,13339.0,67521,13646.0,29430.0
3918,16748.0,2024-03,8994.0,67529,36208.0,16762.0
3919,2395.0,2024-03,4323.0,67531,3798.0,8588.0
3920,3648.0,2024-03,2438.0,67539,7432.0,4587.0
3921,2113.0,2024-03,4667.0,67541,3394.0,8491.0
3922,5164.0,2024-03,5956.0,67549,10361.0,12889.0
3923,11641.0,2024-03,5921.0,67551,26833.0,12931.0
3924,4105.0,2024-03,8680.0,67559,9721.0,22346.0
3925,7912.0,2024-03,6210.0,67561,18464.0,14078.0
3926,6068.0,2024-03,6925.0,67569,13091.0,18305.0
3927,1059.0,2024-03,2529.0,67571,2605.0,5168.0
3928,3696.0,2024-03,1562.0,67579,7784.0,4087.0
3929,13108.0,2024-03,10762.0,67591,26298.0,20515.0
3930,11356.0,2024-03,10773.0,67599,21780.0,22143.0
3931,57240.0,2024-03,34254.0,67601,136678.0,72719.0
3932,35602.0,2024-03,62735.0,67609,75268.0,147640.0
3933,9594.0,2024-03,1635.0,67611,22584.0,3681.0
3934,2092.0,2024-03,8606.0,67619,4494.0,20119.0
3935,3364.0,2024-03,1708.0,67621,9066.0,4292.0
3936,1956.0,2024-03,5863.0,67629,4217.0,13332.0
3937,4370.0,2024-03,3306.0,67631,8038.0,6176.0
3938,2533.0,2024-03,5435.0,67639,4747.0,10138.0
3939,914.0,2024-03,370.0,67641,2765.0,1054.0
3940,313.0,2024-03,1816.0,67649,644.0,5218.0
3941,858.0,2024-03,959.0,67651,1896.0,2091.0
