,Description,RoadName,Longitude,Latitude,BusStopCode,LinkID
964,Blk 331,Tah Ching Rd,103.72376166703002,1.33806500003375,21671,103049462
965,Blk 329,Tah Ching Rd,103.72358362464976,1.3377621978639,21679,103049462
966,Opp Blk 200,Boon Lay Way,103.71466298692036,1.34228732259066,21681,103109082
967,Blk 200,Boon Lay Way,103.71442338427325,1.34241984576482,21689,103109082
968,OPP SUMMERDALE,Boon Lay Way,103.71138811111824,1.34107859811695,21691,103078522
969,SUMMERDALE,Boon Lay Way,103.71203075013112,1.34154982082089,21699,103034364
970,Bet Blks 523/525,Corporation Rd,103.7157628162222,1.34699884210956,21711,103077575
971,Opp Blk 529,Corporation Rd,103.71507297402223,1.34779474567713,21719,103077579
972,Jurong Sec Sch,Yuan Ching Rd,103.72480472198431,1.33089333300685,21751,103064210
973,Opp Jurong Sec Sch,Yuan Ching Rd,103.7249113116863,1.33032387572414,21759,103069634
974,Blk 138B,Yuan Ching Rd,103.72476805601296,1.32831333299986,21761,103051291
975,Opp Blk 138B,Yuan Ching Rd,103.7249037836336,1.32847554099899,21769,103051291
976,AFT CORP DR,Yung Ho Rd,103.723626,1.3266,21771,103056306
977,Aft Yuan Ching Rd,Yung Ho Rd,103.72425774502392,1.32643572160288,21779,103056310
978,Boon Lay Int,Jurong West Ctrl 3,103.70545701843297,1.33932334709184,22009,104010727
979,Bef Jurong Hill,Jln Ahmad Ibrahim,103.7077550377112,1.32129797964322,22011,103106392
980,Aft Tractor Rd,Jln Ahmad Ibrahim,103.7071133033833,1.32202402246272,22019,103083844
981,Givaudan,Jln Ahmad Ibrahim,103.70369314086494,1.32168245080395,22021,103109312
982,Opp Givaudan,Jln Ahmad Ibrahim,103.70268212142696,1.32244971744256,22029,103072048
983,Bef Pioneer Circus,Jln Ahmad Ibrahim,103.69855176773174,1.32216806047952,22031,103067888
984,Markono Holdings,Jln Ahmad Ibrahim,103.69861624674222,1.32284076507861,22039,103079060
985,Aft Tg Kling Rd,Jln Buroh,103.69873083298778,1.31463499997457,22041,107000518
986,Bef Tg Kling Rd,Jln Buroh,103.69788888900642,1.3144663889863,22049,107000518
987,Opp Buroh St,Jln Buroh,103.7020447220124,1.31386916701697,22051,115000714
988,Aft Buroh St,Jln Buroh,103.701262499978,1.3136061110111,22059,107000510
989,Ceva Logistics,Jln Buroh,103.70464097156749,1.31427617763344,22061,107000502
990,Opp Ceva Logistics,Jln Buroh,103.703794622055,1.31365447950552,22069,107000506
991,Bef Jurong Pier Rd,Jln Buroh,103.70695129035256,1.31433636827053,22071,107000499
992,Aft Jurong Pier Rd,Jln Buroh,103.70804979014268,1.31394399203055,22079,107000495
993,Opp Natsteel,Tg Kling Rd,103.700375932994,1.30599555710248,22081,103108923
994,Natsteel,Tg Kling Rd,103.70087805599309,1.30589277802592,22089,103108926
995,Aft Jln Samulun,Shipyard Rd,103.6965558745042,1.30880721630907,22091,103101678
996,Bef Jln Samulun,Shipyard Rd,103.69688960154522,1.30879764761052,22099,103101678
997,Aft Jln Buroh,Pioneer Rd,103.6959517251446,1.3173330063793,22141,107000439
998,Bef Jln Buroh,Pioneer Rd,103.69631182452451,1.3173196040118,22149,107000439
999,Hitachi,Pioneer Rd,103.69627164313702,1.32095233702714,22151,103114927
1000,Opp Hitachi,Pioneer Rd,103.69663318172152,1.32095243330175,22159,103114927
1001,Aft Lok Yang Way,Pioneer Rd Nth,103.69643109025226,1.32551656861142,22161,103078291
1002,Aft Intl Rd,Pioneer Rd Nth,103.6966157738775,1.32624542877841,22169,103100187
1003,Opp Secura S'pore,Pioneer Rd Nth,103.69637694399476,1.32954166703099,22171,103115431
1004,Secura S'Pore,Pioneer Rd Nth,103.6966590690515,1.33000472340216,22179,103048711
1005,S'pore Post,Pioneer Rd Nth,103.69637694442996,1.33301611112037,22181,103049782
1006,Pioneer Junction,Pioneer Rd Nth,103.69666289847902,1.33369710730493,22189,103049787
1007,Sbst Soon Lee Depot,Soon Lee Rd,103.69832754842358,1.33130584013018,22191,103101094
1008,Opp Sbst Soon Lee Depot,Soon Lee Rd,103.69847431049809,1.33102248150132,22199,103101094
1009,Aft Neythal Rd,Intl Rd,103.70260743188996,1.32764556072381,22219,103116578
1010,Aft Pioneer Rd Nth,Intl Rd,103.69785686002558,1.32790916071437,22221,103085770
1011,Bef Pioneer Rd Nth,Intl Rd,103.6988746838078,1.32764334311,22229,103085779
1012,Blk 639,Jurong West St 61,103.69717899290252,1.34079486676221,22231,103043995
1013,Blk 624,Jurong West St 61,103.69742194398373,1.34081972201603,22239,103043995
1014,Opp Blk 622,Jurong West St 62,103.69938392223636,1.34012270744787,22241,103070319
1015,Blk 622,Jurong West St 62,103.69865436006684,1.34016007378301,22249,103108078
1016,Blk 665A,Jurong West St 62,103.70265666700926,1.34073333303053,22251,103070322
1017,Blk 668D,Jurong West St 62,103.7025463831608,1.34089136412278,22259,103070322
1018,Bef Kwong Min Rd,Soon Lee Rd,103.7001114570651,1.32924582821916,22271,103028126
1019,Aft Soon Lee Rd,Fan Yoong Rd,103.70375258407392,1.32849264291843,22281,103044478
1020,Bef Fan Yoong Rd,Soon Lee Rd,103.70284000001512,1.32926333300758,22289,103096582
1021,Bef Soon Lee Rd,Kwong Min Rd,103.70177410483808,1.33068833434452,22299,103028123
1022,Aft Fan Yoong Rd,Enterprise Rd,103.7033808329889,1.33326999997395,22309,103099850
1023,Bef Enterprise Rd,Wan Lee Rd,103.70545250001828,1.33198138900019,22319,103101334
1024,Opp Sam Mccoy Engrg,Wan Lee Rd,103.70501590196446,1.33024346855102,22329,103051454
1025,Jurong Shipyard,Tg Kling Rd,103.70317916961058,1.30485847664917,22331,103108930
1026,Blk 673C,Jurong West Ave 4,103.70103326346651,1.34491616105023,22341,104003007
1027,Blk 734A CP,Jurong West Ave 4,103.7007962851633,1.34520537289138,22349,104003007
1028,Opp Blk 717,Jurong West Ave 4,103.69803382884736,1.34277421893699,22351,103107339
1029,Blk 717,Jurong West Ave 4,103.69727527800596,1.3425266670299,22359,103107339
1030,Blk 641,Jurong West Ave 4,103.69587277801652,1.34077805602959,22361,103071847
1031,Blk 704,Jurong West Ave 4,103.69511038795854,1.34033186393306,22369,103062712
1032,Bef Jln Buroh,Tg Kling Rd,103.6957230721563,1.31342749923518,22391,107000478
1033,Aft Jln Buroh,Tg Kling Rd,103.69601603244551,1.31345707127095,22399,107000478
1034,Aft Shipyard Rd,Tg Kling Rd,103.69714966993958,1.31007875279152,22401,107000470
1035,Bef Shipyard Rd,Tg Kling Rd,103.6974198986034,1.31014256556667,22409,107000470
1036,Blk 676B,Jurong West Ave 4,103.70380100924208,1.34626796042608,22411,103081118
1037,Jurong West Sub-Stn,Jurong West Ave 4,103.703637,1.346532,22419,103048963
1038,Natl Oxygen Pte Ltd,Tg Kling Rd,103.6987238889808,1.30775500000365,22421,103085307
1039,Opp Natl Oxygen Pte Ltd,Tg Kling Rd,103.69908070609895,1.30725749703402,22429,103085307
1040,Opp Four Leaves,Enterprise Rd,103.70742208599415,1.33308242562379,22431,103051414
1041,Aft Four Leaves,Enterprise Rd,103.70680944659456,1.33311257526168,22439,103051411
1042,Blk 669 CP,Jurong West St 64,103.70358,1.342816,22441,104004702
1043,Blk 685B,Jurong West St 64,103.703812,1.343058,22449,104004702
1044,Opp Blk 643,Pioneer Rd Nth,103.6956128058036,1.33817022625307,22451,103050127
1045,Blk 643,Pioneer Rd Nth,103.69572041924056,1.33856290426228,22459,103050127
1046,Opp Blk 653B,Pioneer Rd Nth,103.6962049999685,1.33596194443399,22461,103049423
1047,Blk 653B,Pioneer Rd Nth,103.69631873743737,1.33649062479414,22469,103049423
1048,Bef Jurong West St 93,Upp Jurong Rd,103.6931453983202,1.33509047686273,22471,104010666
1049,Aft Jurong West St 93,Upp Jurong Rd,103.693102645977,1.33474242487786,22479,104010666
1050,Blk 691A CP,Jurong West Ctrl 1,103.70554089546958,1.3424622384747,22481,103059875
1051,Blk 683A,Jurong West Ctrl 1,103.70536833792208,1.34258460261,22489,103059875
1052,Blk 662D,Jurong West St 64,103.705146,1.336702,22491,108001378
1053,Opp Blk 662C,Jurong West St 64,103.704805,1.337187,22499,108001378
1054,Blk 662A,Jurong West St 63,103.70297133237952,1.33769199118033,22501,104000519
1055,Blk 664C,Jurong West St 63,103.70323491142736,1.33799405073941,22509,104000519
1056,Blk 658C,Jurong West St 63,103.70029665103546,1.33746181720219,22511,103070334
1057,Blk 608,Jurong West St 63,103.6999522210238,1.33773359608761,22519,103070334
1058,Pioneer Stn Exit A,Jurong West St 63,103.69776790191162,1.33741647896432,22521,103060018
1059,Pioneer Stn Exit B,Jurong West St 63,103.69728617102128,1.33777262767008,22529,103060018
1060,Opp Jurong West Pr Sch,Jurong West St 61,103.6981437537688,1.33922673310366,22531,103050190
1061,Jurong West Pr Sch,Jurong West St 61,103.69838678279568,1.33919523713654,22539,103050190
1062,Blk 655,Boon Lay Way,103.69761016575691,1.33496804809618,22541,103083142
1063,Opp Blk 655 CP,Boon Lay Way,103.69795361380136,1.33463563122766,22549,103083142
1064,Blk 657,Boon Lay Way,103.70065616150622,1.33498204269222,22551,104002671
1065,Opp Blk 657 CP,Boon Lay Way,103.70101403397048,1.33465462202129,22559,104004099
1066,Blk 660 Cp,Boon Lay Way,103.704144267721,1.33497038465954,22561,104000382
1067,Opp Blk 660 CP,Boon Lay Way,103.70458203446964,1.33464939590143,22569,104000382
1068,Blk 670A,Jurong West St 64,103.70289,1.3447589,22591,103034386
1069,Blk 678D,Jurong West St 64,103.7034508,1.3443608,22599,103034386
1070,Soon Lee Bus Pk,Soon Lee Rd,103.69830144019608,1.33048210252836,22609,103101098
1071,Carrier Transicold P/L,Jln Ahmad Ibrahim,103.69250829071932,1.32240518497889,23011,103085096
1072,Nippon Paint,Jln Ahmad Ibrahim,103.69256700002228,1.32302099996901,23019,103108240
1073,Aft Benoi Sector,Jln Ahmad Ibrahim,103.6851860612218,1.32243595181684,23021,103109296
1074,Stamford Tyre,Jln Ahmad Ibrahim,103.68622888892132,1.32302194442237,23029,103080028
1075,Bef Benoi Flyover,Jln Ahmad Ibrahim,103.68099108399514,1.32239543114794,23031,103055783
1076,Aft Benoi Flyover,Jln Ahmad Ibrahim,103.68151388887642,1.32303111111252,23039,103105396
1077,Opp Jurong Camp,Upp Jurong Rd,103.69055967203332,1.33334088691759,23041,103108803
1078,Jurong Camp,Upp Jurong Rd,103.69061140570352,1.33410764081742,23049,103108803
1079,Bef Kian Teck Rd,Upp Jurong Rd,103.68928138898715,1.33168972198862,23051,103108807
1080,Aft Kian Teck Rd,Upp Jurong Rd,103.68813759846915,1.33071284667323,23059,103108810
1081,Aft Kian Teck Rd,Upp Jurong Rd,103.68652222202904,1.329527778021,23061,103116850
1082,Bef Kian Teck Rd,Upp Jurong Rd,103.68582019131011,1.32989950511553,23069,103116850
1083,Opp SAFTI Military Inst,Upp Jurong Rd,103.68257796013836,1.32977056006705,23071,103085087
1084,SAFTI Military Inst,Upp Jurong Rd,103.68181544225692,1.33017908917854,23079,104007983
1085,Opp S'pore Discovery Ctr,Upp Jurong Rd,103.67826798978072,1.33011660553179,23081,103091202
1086,S'pore Discovery Ctr,Upp Jurong Rd,103.67843466317233,1.330433728881,23089,103091202
1087,Nippon,Lok Yang Way,103.69276227893867,1.32451861639004,23091,103049923
1088,Bef First Lok Yang Rd,Lok Yang Way,103.69286142759196,1.32467117178875,23099,103049923
1089,Auto World Care,Lok Yang Way,103.69091333299924,1.32453472201272,23101,103049915
1090,Aft Third Lok Yang Rd,Lok Yang Way,103.69068388898825,1.32468138902865,23109,103100999
1091,Bef Fourth Lok Yang Rd,Lok Yang Way,103.68836472199122,1.32454666699618,23111,103057631
1092,Aft Fourth Lok Yang Rd,Lok Yang Way,103.68847743952205,1.32467561470377,23119,103057631
1093,Opp Leroy-Somer,Lok Yang Way,103.68564634652004,1.32454951872062,23121,103099411
1094,Leroy-Somer,Lok Yang Way,103.6855876219644,1.32468096678984,23129,103099411
1095,MES Logistic Hub,Sixth Lok Yang Rd,103.684046944028,1.32537111100949,23131,103099395
1096,Bef Lok Yang Way,Sixth Lok Yang Rd,103.68414777801723,1.32517166702255,23139,103099395
1097,Opp Varco,Sixth Lok Yang Rd,103.68401506144215,1.32666880692569,23141,103099398
1098,Varco,Sixth Lok Yang Rd,103.68416474851742,1.32683034567488,23149,103099398
1099,Containers Printers,Intl Rd,103.68483459543562,1.32788229015066,23151,103108990
1100,Aft Fifth Lok Yang Rd,Intl Rd,103.68563350571776,1.32766374044406,23159,103085802
1101,Aft Kian Teck Rd,Intl Rd,103.68869472049072,1.3278839556405,23161,103085246
1102,Bef Kian Teck Rd,Intl Rd,103.6886763890102,1.32768833297607,23169,103085246
1103,SKK (S) Pte Ltd,Intl Rd,103.69118969248986,1.32789603640425,23171,103108994
1104,Aft Second Lok Yang Rd,Intl Rd,103.69102029335356,1.32767284372911,23179,103108994
1105,Aft Kian Teck Rd,Intl Rd,103.69448861100469,1.32790305599387,23181,103073682
1106,Bef First Lok Yang Rd,Intl Rd,103.69397532297508,1.32764459746447,23189,103073682
1107,Opp S'Pore Trspt Pte Ltd,Benoi Sector,103.6836276514436,1.31966145615591,23191,103084410
1108,S'Pore Trspt Pte Ltd,Benoi Sector,103.68312351699184,1.31951264524841,23199,103084410
1109,Opp Shimano Pte Ltd,Benoi Sector,103.68628552653574,1.31964589958011,23201,103084418
1110,Aft Shimano Pte Ltd,Benoi Sector,103.6857761424996,1.31950327084795,23209,103084418
1111,Mapletree Logistics Hub,Benoi Sector,103.6892047185557,1.31792061914698,23211,103101662
1112,Tru-Marine,Benoi Sector,103.68852528629336,1.31832727349422,23219,103101662
1113,Aft Gul Way,Pioneer Rd,103.67178095052478,1.30896659624814,23221,103074506
1114,Opp Gul Way,Pioneer Rd,103.67180644651503,1.30868757581216,23229,103074506
1115,Keppel Logistics,Pioneer Rd,103.67491833296832,1.30926499998419,23231,103116618
1116,Opp Keppel Logistics,Pioneer Rd,103.675189,1.309154,23239,103116618
1117,Aft Benoi Rd,Pioneer Rd,103.67981162071216,1.3102543597714,23241,103108518
1118,Bef Benoi Rd,Pioneer Rd,103.67948846644916,1.30990348653039,23249,103108518
1119,Aft Shipyard Rd,Pioneer Rd,103.6837814302816,1.3117223561773,23251,103080787
1120,Bef Shipyard Rd,Pioneer Rd,103.6836649596919,1.31139556205987,23259,103080787
1121,Opp Exxon Mobil,Pioneer Rd,103.68577338809426,1.31264863196713,23261,103107279
1122,Exxon Mobil,Pioneer Rd,103.6857799047387,1.312406285462,23269,103107279
1123,Bef Benoi Sector,Pioneer Rd,103.69162853660085,1.3149287594586,23279,107000423
1124,Aft Pioneer Rd,Benoi Rd,103.6789673712784,1.30650617564734,23281,103089222
1125,ST Marine,Benoi Rd,103.6793047741436,1.30382409549165,23291,103109150
1126,Bef Benoi Basin,Benoi Rd,103.67953903241492,1.30212057066579,23301,103109154
1127,Keppel Shipyard,Benoi Rd,103.67745555601714,1.30178638897679,23311,103109162
1128,Bef Benoi Lane,Benoi Rd,103.67618479236954,1.30404333032775,23321,103109171
1129,Opp JP Nelson,Benoi Rd,103.67584222201576,1.30689333299079,23331,103087451
1130,Aft Pioneer Rd,Benoi Rd,103.67850804808974,1.31118496429579,23341,103078427
1131,Bef Pioneer Rd,Benoi Rd,103.67871579430351,1.31076855055702,23349,103078427
1132,Aft Gul Ave,Benoi Rd,103.67874941599844,1.31615485867639,23351,103087315
1133,Opp Gul Ave,Benoi Rd,103.6788828370567,1.31500500807478,23359,103112887
1134,Opp Keppel Logistics,Benoi Rd,103.6788383227952,1.31910770453777,23361,103087307
1135,Keppel Logistics,Benoi Rd,103.67911023430727,1.31907826658404,23369,103087307
1136,Bef Joo Koon Int,Benoi Rd,103.6790814673288,1.32595445317751,23371,103086815
1137,Opp Joo Koon Int,Benoi Rd,103.67939439835484,1.3265431228454,23379,103086815
1138,PEC Ltd,Shipyard Rd,103.69377301234816,1.30755644701044,23389,103099470
1139,Keppel Offshore & Marine,Shipyard Rd,103.69237083299345,1.30533638898993,23399,103084374
1140,Mobil Marine Ter,Shipyard Rd,103.68933638897876,1.30352138897737,23409,103084366
1141,Bef Shipyard Cres,Shipyard Rd,103.6861461109867,1.30380777799126,23419,103084358
1142,Opp EMAS Marine Base,Shipyard Rd,103.68472051252805,1.30456833652112,23429,103084354
1143,Opp SML Shipyard Ltd,Shipyard Rd,103.68468656882482,1.30774277950908,23439,103084347
1144,Bef Benoi Pl,Benoi Rd,103.67862695881058,1.31304186906391,23441,103078423
1145,Aft Benoi Pl,Benoi Rd,103.67877583300174,1.31284166701008,23449,103078423
1146,Jurong Shipyard,Jln Samulun,103.6972844439932,1.30402666700212,23451,103101995
1147,Tanoto Shipyard,Jln Samulun,103.69643466903612,1.30546916761511,23461,103101990
1148,Opp Tanoto Shipyard,Jln Samulun,103.69683459275382,1.3050852014562,23469,103101990
1149,Aft Benoi Rd,Benoi Sector,103.68097194774356,1.31966340928848,23471,103045658
1150,Bef Benoi Rd,Benoi Sector,103.6806598533434,1.31950924526288,23479,103045658
1151,Molex,Intl Rd,103.68174669439476,1.32791691676156,23481,103085314
1152,Opp Molex,Intl Rd,103.68048864270644,1.32759688194654,23489,103108942
1153,Joo Koon Stn Exit B,Joo Koon Circle,103.67780864699095,1.32792408366339,23491,103044518
1154,Joo Koon Stn Exit A,Joo Koon Circle,103.67805103515067,1.32755092355685,23499,103044518
1155,Aft Pioneer Rd Nth,Lok Yang Way,103.6958354332658,1.32453160328451,23501,103101010
1156,Hoe Keng Motor,Lok Yang Way,103.69561678727868,1.32468013030892,23509,103101010
1157,Opp FairPrice Hub,Benoi Rd,103.6793660000188,1.32479352408668,23519,103086811
1158,Joo Koon Int,Joo Koon Circle,103.67839791240787,1.32697254709069,24009,103044518
1159,M.C. Packaging Pte Ltd,Jln Ahmad Ibrahim,103.6776263194759,1.32230923979842,24011,103084880
1160,Liang Huat Ind Cplx,Jln Ahmad Ibrahim,103.6772820679354,1.32288721900936,24019,103068371
1161,Meritor Heavy Veh Systems,Jln Ahmad Ibrahim,103.67087977752024,1.32185257239826,24021,103109264
1162,Mazak S'pore,Jln Ahmad Ibrahim,103.67132658072524,1.3224709639188,24029,103100216
1163,Opp Pasir Laba Camp,Upp Jurong Rd,103.67499316670492,1.33035313055333,24041,103085785
1164,Pasir Laba Camp,Upp Jurong Rd,103.67379074701834,1.33094144977498,24049,103050792
1165,Aft Gul Ave,Gul Way,103.67069001700852,1.31445576142607,24089,103096650
1166,Opp Yeow San Pte Ltd,Joo Koon Way,103.66987144292962,1.32614180600676,24129,103113114
1167,Opp Toyo Ink,Joo Koon Circle,103.67193012673827,1.32733592150747,24139,103028095
1168,Aft Joo Koon Cres,Joo Koon Circle,103.67466321781173,1.32754011144327,24149,103096522
1169,Aft Joo Koon Rd,Joo Koon Circle,103.67664244711858,1.3268422233348,24159,103041182
1170,Bef Gul Circle,Gul Cres,103.66671593002816,1.31038624703757,24169,103063471
1171,Bef Gul Lane,Gul Cres,103.66477126222463,1.30940312319597,24179,103100035
1172,Tai Sin Electric Cables,Gul Cres,103.6619380811675,1.31116229073472,24189,103100031
1173,JB Ind Pte Ltd,Gul Cres,103.65993666344218,1.31308152323838,24199,103101707
1174,Aft Gul Lane,Gul Cres,103.6598693200974,1.31523764085318,24209,103052642
1175,Precision Products,Gul Circle,103.66267154250264,1.31822701576325,24219,103112574
1176,Aft Gul St 3,Gul Circle,103.66615348821183,1.31953778109044,24229,103026127
1177,Bef Gul St 1,Gul Circle,103.6690038889689,1.31979166699662,24239,103070034
1178,Asiatic Agricultural Ind,Gul Circle,103.67231073811736,1.3200141711372,24249,103052903
1179,DNV GL Laboratory,Gul Circle,103.6756285744157,1.32022430366593,24259,103101787
1180,Sing Huat Hardware,Gul Circle,103.67660828077692,1.31796007151086,24269,103052526
1181,Cameron Iron Works,Gul Circle,103.6767463061916,1.31480277476233,24279,103096647
1182,Opp Keppel T&T,Gul Circle,103.674858525035,1.31240457504935,24289,103096638
1183,Aft Gul Way,Gul Circle,103.67165007095036,1.31215859373419,24299,103022083
1184,SNL Logistics Pte Ltd,Gul Circle,103.66584908540896,1.31260985884793,24301,103114450
1185,Opp Hong Hang Bldg,Pioneer Rd,103.66868333299612,1.30854833300657,24331,103082882
1186,Hong Hang Bldg,Pioneer Rd,103.66899333300486,1.30840666698801,24339,103082882
1187,Opp Keppel Shipyard,Gul Rd,103.67069575266142,1.29559624794118,24341,103054138
1188,Keppel Shipyard,Gul Rd,103.67091644467769,1.29557792043984,24349,103054138
1189,Opp S'pore Takada Ind,Gul Rd,103.6683905248493,1.29811763317717,24351,103053699
1190,S'pore Takada Ind,Gul Rd,103.66853349337184,1.29822556407932,24359,103053699
1191,Dyna-Mac Engrg Svcs,Gul Rd,103.66698326196403,1.30077687663858,24369,103053014
1192,Opp Asia Ind Gases,Gul Rd,103.66588434674222,1.30366277967429,24379,103102006
1193,GE Keppel Energy Svcs,Gul Rd,103.66532722200752,1.3068880559927,24381,103041227
1194,Opp GE Keppel Energy Svcs,Gul Rd,103.66551563876423,1.30668431065764,24389,103041227
1195,Chem-Solv Technologies,Pioneer Sector 2,103.66447101698635,1.29859319877639,24391,103053143
1196,Opp Hoe Huat Engrg,Pioneer Sector 2,103.6635577779868,1.30031638897466,24401,103053138
1197,Gul Camp,Pioneer Sector 2,103.661733611007,1.30243777798816,24411,103100898
1198,Bef Pioneer Sector 1,Pioneer Sector 2,103.65950611101404,1.30463277796645,24421,103049663
1199,Aft Pioneer Sector 2,Pioneer Sector 1,103.6576999999841,1.30726611103183,24431,103063255
1200,GSK,Pioneer Sector 3,103.66096830094708,1.30713498253909,24441,103041150
1201,Opp Cambridge Ind Trust,Pioneer Sector 3,103.66378722029442,1.30599340060276,24451,103100958
1202,Bef Nam Leong Co Pte Ltd,Pioneer Sector Lane,103.66626018526829,1.29723931495896,24461,103053135
1203,Aft Joo Koon Way,Joo Koon Rd,103.67111058135131,1.32574395668742,24489,103109708
1204,Panasonic Ind Devices,Joo Koon Rd,103.67439565139507,1.32598700998791,24499,103109716
1205,Bef Tuas Flyover,PIE,103.66479791875364,1.32424896848956,24501,103068019
1206,Aft Tuas Flyover,PIE,103.66411622471436,1.32431478516881,24509,103050580
1207,GUL CIRCLE STN EXIT A,Tuas Rd,103.6608911,1.319446944,24511,103087627
1208,GUL CIRCLE STN EXIT B,Tuas Rd,103.6598081,1.319071944,24519,103080546
1209,Bef Tuas Ave 5,Tuas Rd,103.65887836276522,1.317440843177,24521,103073242
1210,Aft Tuas Ave 5,Tuas Rd,103.65816649904158,1.31721248927948,24529,103073242
1211,Utracon Corp,Pioneer Sector 1,103.65688416696948,1.30622638897168,24531,103100847
1212,Dundee Marine,Pioneer Sector 1,103.65548029310382,1.30492020241064,24539,103063118
1213,Opp Keppel Shipyard,Pioneer Sector 1,103.6556555059217,1.30275657598845,24541,103049547
1214,Keppel Shipyard,Pioneer Sector 1,103.65543583300811,1.30273638896787,24549,103049547
1215,HQ 6 Div,Pioneer Sector 1,103.6574800000263,1.30079305601761,24559,103038816
1216,Seng Heng Engrg,Joo Koon Circle,103.6690675022225,1.32367555849755,24571,103101035
1217,Opp ESAB,Joo Koon Circle,103.666995833031,1.3249613889807,24581,103101026
1218,Bef Joo Koon Way,Joo Koon Rd,103.66926644008088,1.32562284433654,24599,103021912
1219,Progress Galvanizing,Tuas Rd,103.65486500001047,1.31333999996651,24601,103107458
1220,Opp Progress Galvanizing,Tuas Rd,103.65475166394909,1.3134310373537,24609,103107458
1221,Bef Marinteknik,Tuas Rd,103.65254056553094,1.31085562935941,24611,103104799
1222,Opp Marinteknik,Tuas Rd,103.65260471956782,1.31113971951498,24619,103104799
1223,Aft Ocean Tanker,Tuas Rd,103.6497794440252,1.30797138899535,24621,116002311
1224,Opp Ocean Tanker,Tuas Rd,103.65015527797974,1.3085113890287,24629,103074558
1225,Bef Benoi Rd,Gul Circle,103.67824444522353,1.32056657586424,24631,103052366
1226,Aft Benoi Rd,Gul Circle,103.67791569301414,1.32041012800861,24639,103052366
1227,W Atelier,Gul Ave,103.66551388890647,1.31424000000651,24641,103062426
1228,Metall-Treat Ind,Gul Ave,103.66882611097928,1.31490027800406,24651,103062466
1229,Hiap Teck Metal Co,Pioneer Rd,103.66123000003104,1.30957805602715,24671,103056190
1230,Opp Hiap Teck Metal Co,Pioneer Rd,103.6612549652211,1.30929393064989,24679,103089103
1231,Opp Jurong Insp Ctr,Pioneer Rd,103.65863348470845,1.31200874931979,24681,103108902
1232,Jurong Insp Ctr,Pioneer Rd,103.65889588893424,1.31152436181276,24689,103108902
1233,Aft Tuas Rd,Pioneer Rd,103.65712805602767,1.31344500002083,24691,103085175
1234,Bef Tuas Rd,Pioneer Rd,103.65690250002406,1.31345305601187,24699,103085175
1235,TUAS CRES STN EXIT B,Pioneer Rd,103.649116,1.321386,24701,116003096
1236,TUAS CRES STN EXIT A,Pioneer Rd,103.649026,1.32089,24709,116003096
1237,TUAS WEST RD STN EXIT B,Pioneer Rd,103.639994,1.329871,24711,103109003
1238,TUAS WEST RD STN EXIT A,Pioneer Rd,103.639332,1.330051,24719,108002494
1239,Tuas Ter,Tuas West Dr,103.63920357507963,1.34499542766088,25009,103049216
1240,Aft Tuas Sth Blvd,Tuas Sth Way,103.61725,1.270007,25059,116002278
1241,Kyocera Chemical,Tuas Ave 9,103.64528750001706,1.32758500003063,25061,103054126
1242,Opp Kyocera Chemical,Tuas Ave 9,103.645518021535,1.32751179627799,25069,103054126
1243,Opp Nissin Trspt,Tuas Ave 9,103.6432063890228,1.32958277801799,25071,103041210
1244,Nissin Trspt,Tuas Ave 9,103.64347153803386,1.32944568983893,25079,103041210
1245,Aft Tuas Ave 7,Tuas Ave 12,103.64520499998908,1.33443305603142,25091,103035270
1246,Opto-Pharm,Tuas Ave 12,103.6449493341418,1.33392910725335,25099,103035270
1247,Opp SMC Mfg,Tuas Ave 1,103.64783751324052,1.33428472907824,25101,103051422
1248,SMC Mfg,Tuas Ave 1,103.64732250002416,1.33462333299665,25109,103051419
1249,Aft Tuas Ave 10,Tuas Ave 1,103.64981610844488,1.33239888543698,25111,103098991
1250,Bef Tuas Ave 10,Tuas Ave 1,103.64991694402984,1.33212638903277,25119,103098991
1251,Aft Tuas Ave 8,Tuas Ave 1,103.651696635235,1.33060763294167,25121,103050339
1252,Aft Tuas Ave 6,Tuas Ave 1,103.65226388900422,1.32994444402601,25129,103050335
1253,Mercedes-Benz Logistics,Tuas Ave 1,103.65325524319752,1.32913728132074,25151,103096598
1254,Toyochem Ink,Tuas Ave 1,103.65510623174904,1.32735422944929,25161,103100883
1255,Opp Galmon S'pore,Tuas Ave 1,103.6545005560022,1.32774944401039,25169,103049538
1256,Becton Dickinson Med,Tuas Ave 1,103.65711196773576,1.32546645428693,25171,103100991
1257,Sew-Eurodrive,Tuas Ave 1,103.65711333297114,1.32529138897633,25179,103100991
1258,MAN Diesel,Tuas Ave 1,103.65881324089644,1.32385296919519,25181,103101043
1259,Soon Heng Glass,Tuas Ave 1,103.65861666698132,1.32383972198116,25189,103101043
1260,Asiatic Engrg,Tuas Ave 1,103.6596844024505,1.32129979633271,25191,103052495
1261,Bestofire and Thermal,Tuas Ave 1,103.65933166702904,1.32109472197296,25199,103052495
1262,Aft Tuas Rd,Tuas Ave 3,103.65870833303144,1.31926000001423,25201,103035731
1263,Bef Tuas Rd,Tuas Ave 3,103.65880916700372,1.31930805600666,25209,103035731
1264,Aft Tuas Ave 2,Jln Ahmad Ibrahim,103.65692226679496,1.32877104016653,25219,103067712
1265,Raffles Country Club,Jln Ahmad Ibrahim,103.65153114279173,1.33470589408796,25221,103106412
