,NumBuses,BusStopCode,Time
1299,0,25461,2024-04-15T17:26:49.878897
1300,1,25469,2024-04-15T17:26:49.878897
1301,1,25471,2024-04-15T17:26:49.878897
1302,1,25479,2024-04-15T17:26:49.878897
1303,1,25491,2024-04-15T17:26:49.878897
1304,1,25499,2024-04-15T17:26:49.878897
1305,1,25501,2024-04-15T17:26:49.878897
1306,1,25509,2024-04-15T17:26:49.878897
1307,0,25511,2024-04-15T17:26:49.878897
1308,0,25519,2024-04-15T17:26:49.878897
1309,1,25531,2024-04-15T17:26:49.878897
1310,1,25539,2024-04-15T17:26:49.878897
1311,1,25541,2024-04-15T17:26:49.878897
1312,0,25549,2024-04-15T17:26:49.878897
1313,0,25551,2024-04-15T17:26:49.878897
1314,0,25559,2024-04-15T17:26:49.878897
1315,0,25561,2024-04-15T17:26:49.878897
1316,1,25569,2024-04-15T17:26:49.878897
1317,0,25571,2024-04-15T17:26:49.878897
1318,1,25579,2024-04-15T17:26:49.878897
1319,0,25589,2024-04-15T17:26:49.878897
1320,0,25591,2024-04-15T17:26:49.878897
1321,0,25599,2024-04-15T17:26:49.878897
1322,1,25601,2024-04-15T17:26:49.878897
1323,0,25609,2024-04-15T17:26:49.878897
1324,1,25611,2024-04-15T17:26:49.878897
1325,1,25621,2024-04-15T17:26:49.878897
1326,1,25631,2024-04-15T17:26:49.878897
1327,0,25641,2024-04-15T17:26:49.878897
1328,0,25651,2024-04-15T17:26:49.878897
1329,0,25661,2024-04-15T17:26:49.878897
1330,0,25669,2024-04-15T17:26:49.878897
1331,0,25671,2024-04-15T17:26:49.878897
1332,0,25681,2024-04-15T17:26:49.878897
1333,1,25689,2024-04-15T17:26:49.878897
1334,1,25691,2024-04-15T17:26:49.878897
1335,0,25701,2024-04-15T17:26:49.878897
1336,1,25709,2024-04-15T17:26:49.878897
1337,0,25711,2024-04-15T17:26:49.878897
1338,0,25719,2024-04-15T17:26:49.878897
1339,0,25729,2024-04-15T17:26:49.878897
1340,1,25741,2024-04-15T17:26:49.878897
1341,1,25751,2024-04-15T17:26:49.878897
1342,1,25761,2024-04-15T17:26:49.878897
1343,1,25771,2024-04-15T17:26:49.878897
1344,0,25781,2024-04-15T17:26:49.878897
1345,0,25791,2024-04-15T17:26:49.878897
1346,0,25801,2024-04-15T17:26:49.878897
1347,0,25811,2024-04-15T17:26:49.878897
1348,0,25819,2024-04-15T17:26:49.878897
1349,0,25821,2024-04-15T17:26:49.878897
1350,0,26011,2024-04-15T17:26:49.878897
1351,0,26019,2024-04-15T17:26:49.878897
1352,0,26021,2024-04-15T17:26:49.878897
1353,0,26029,2024-04-15T17:26:49.878897
1354,0,26031,2024-04-15T17:26:49.878897
1355,0,26039,2024-04-15T17:26:49.878897
1356,0,26041,2024-04-15T17:26:49.878897
1357,0,26049,2024-04-15T17:26:49.878897
1358,0,26051,2024-04-15T17:26:49.878897
1359,0,26059,2024-04-15T17:26:49.878897
1360,1,26061,2024-04-15T17:26:49.878897
1361,0,26069,2024-04-15T17:26:49.878897
1362,1,26071,2024-04-15T17:26:49.878897
1363,0,26079,2024-04-15T17:26:49.878897
1364,1,26081,2024-04-15T17:26:49.878897
1365,1,26089,2024-04-15T17:26:49.878897
1366,1,26091,2024-04-15T17:26:49.878897
1367,1,26099,2024-04-15T17:26:49.878897
1368,1,26101,2024-04-15T17:26:49.878897
1369,1,26109,2024-04-15T17:26:49.878897
1370,1,26111,2024-04-15T17:26:49.878897
1371,0,26121,2024-04-15T17:26:49.878897
1372,0,26131,2024-04-15T17:26:49.878897
1373,1,26141,2024-04-15T17:26:49.878897
1374,1,26151,2024-04-15T17:26:49.878897
1375,1,26161,2024-04-15T17:26:49.878897
1376,1,26171,2024-04-15T17:26:49.878897
1377,0,26201,2024-04-15T17:26:49.878897
1378,1,26209,2024-04-15T17:26:49.878897
1379,0,26211,2024-04-15T17:26:49.878897
1380,0,26221,2024-04-15T17:26:49.878897
1381,1,26241,2024-04-15T17:26:49.878897
1382,0,26249,2024-04-15T17:26:49.878897
1383,1,26251,2024-04-15T17:26:49.878897
1384,1,26259,2024-04-15T17:26:49.878897
1385,1,26261,2024-04-15T17:26:49.878897
1386,1,26269,2024-04-15T17:26:49.878897
1387,0,26279,2024-04-15T17:26:49.878897
1388,0,26289,2024-04-15T17:26:49.878897
1389,0,26299,2024-04-15T17:26:49.878897
1390,0,26311,2024-04-15T17:26:49.878897
1391,0,26321,2024-04-15T17:26:49.878897
1392,0,26331,2024-04-15T17:26:49.878897
1393,0,26349,2024-04-15T17:26:49.878897
1394,1,26369,2024-04-15T17:26:49.878897
1395,0,26379,2024-04-15T17:26:49.878897
1396,0,26389,2024-04-15T17:26:49.878897
1397,0,26399,2024-04-15T17:26:49.878897
1398,1,26409,2024-04-15T17:26:49.878897
1399,1,26419,2024-04-15T17:26:49.878897
1400,1,26429,2024-04-15T17:26:49.878897
1401,1,26431,2024-04-15T17:26:49.878897
1402,1,26441,2024-04-15T17:26:49.878897
1403,1,26451,2024-04-15T17:26:49.878897
1404,1,26461,2024-04-15T17:26:49.878897
1405,0,27011,2024-04-15T17:26:49.878897
1406,0,27021,2024-04-15T17:26:49.878897
1407,0,27031,2024-04-15T17:26:49.878897
1408,0,27041,2024-04-15T17:26:49.878897
1409,0,27051,2024-04-15T17:26:49.878897
1410,1,27061,2024-04-15T17:26:49.878897
1411,1,27069,2024-04-15T17:26:49.878897
1412,0,27071,2024-04-15T17:26:49.878897
1413,0,27091,2024-04-15T17:26:49.878897
1414,0,27099,2024-04-15T17:26:49.878897
1415,1,27101,2024-04-15T17:26:49.878897
1416,0,27109,2024-04-15T17:26:49.878897
1417,1,27121,2024-04-15T17:26:49.878897
1418,1,27129,2024-04-15T17:26:49.878897
1419,0,27131,2024-04-15T17:26:49.878897
1420,0,27139,2024-04-15T17:26:49.878897
1421,1,27141,2024-04-15T17:26:49.878897
1422,0,27149,2024-04-15T17:26:49.878897
1423,0,27159,2024-04-15T17:26:49.878897
1424,1,27169,2024-04-15T17:26:49.878897
1425,1,27171,2024-04-15T17:26:49.878897
1426,1,27179,2024-04-15T17:26:49.878897
1427,1,27181,2024-04-15T17:26:49.878897
1428,1,27189,2024-04-15T17:26:49.878897
1429,0,27199,2024-04-15T17:26:49.878897
1430,1,27209,2024-04-15T17:26:49.878897
1431,1,27211,2024-04-15T17:26:49.878897
1432,1,27219,2024-04-15T17:26:49.878897
1433,0,27221,2024-04-15T17:26:49.878897
1434,0,27231,2024-04-15T17:26:49.878897
1435,0,27241,2024-04-15T17:26:49.878897
1436,0,27251,2024-04-15T17:26:49.878897
1437,0,27261,2024-04-15T17:26:49.878897
1438,0,27271,2024-04-15T17:26:49.878897
1439,0,27279,2024-04-15T17:26:49.878897
1440,1,27281,2024-04-15T17:26:49.878897
1441,1,27291,2024-04-15T17:26:49.878897
1442,0,27301,2024-04-15T17:26:49.878897
1443,1,27309,2024-04-15T17:26:49.878897
1444,1,27311,2024-04-15T17:26:49.878897
1445,0,27321,2024-04-15T17:26:49.878897
1446,0,27329,2024-04-15T17:26:49.878897
1447,0,27331,2024-04-15T17:26:49.878897
1448,1,27341,2024-04-15T17:26:49.878897
1449,0,27349,2024-04-15T17:26:49.878897
1450,1,27351,2024-04-15T17:26:49.878897
1451,0,27359,2024-04-15T17:26:49.878897
1452,1,27361,2024-04-15T17:26:49.878897
1453,0,27369,2024-04-15T17:26:49.878897
1454,0,27371,2024-04-15T17:26:49.878897
1455,2,27379,2024-04-15T17:26:49.878897
1456,0,27381,2024-04-15T17:26:49.878897
1457,1,27389,2024-04-15T17:26:49.878897
1458,0,27391,2024-04-15T17:26:49.878897
1459,1,27399,2024-04-15T17:26:49.878897
1460,0,27401,2024-04-15T17:26:49.878897
1461,0,27409,2024-04-15T17:26:49.878897
1462,0,27411,2024-04-15T17:26:49.878897
1463,0,27419,2024-04-15T17:26:49.878897
1464,1,27421,2024-04-15T17:26:49.878897
1465,0,27429,2024-04-15T17:26:49.878897
1466,1,27431,2024-04-15T17:26:49.878897
1467,0,27439,2024-04-15T17:26:49.878897
1468,1,27441,2024-04-15T17:26:49.878897
1469,1,27449,2024-04-15T17:26:49.878897
1470,0,27451,2024-04-15T17:26:49.878897
1471,0,27459,2024-04-15T17:26:49.878897
1472,0,27461,2024-04-15T17:26:49.878897
1473,0,27469,2024-04-15T17:26:49.878897
1474,0,27471,2024-04-15T17:26:49.878897
1475,1,27479,2024-04-15T17:26:49.878897
1476,0,27501,2024-04-15T17:26:49.878897
1477,0,27509,2024-04-15T17:26:49.878897
1478,0,27511,2024-04-15T17:26:49.878897
1479,0,27519,2024-04-15T17:26:49.878897
1480,0,27521,2024-04-15T17:26:49.878897
1481,0,27529,2024-04-15T17:26:49.878897
1482,1,27531,2024-04-15T17:26:49.878897
1483,0,27539,2024-04-15T17:26:49.878897
1484,7,28009,2024-04-15T17:26:49.878897
1485,4,28011,2024-04-15T17:26:49.878897
1486,1,28019,2024-04-15T17:26:49.878897
1487,2,28021,2024-04-15T17:26:49.878897
1488,1,28029,2024-04-15T17:26:49.878897
1489,1,28031,2024-04-15T17:26:49.878897
1490,0,28039,2024-04-15T17:26:49.878897
1491,2,28041,2024-04-15T17:26:49.878897
1492,0,28049,2024-04-15T17:26:49.878897
1493,1,28051,2024-04-15T17:26:49.878897
1494,2,28059,2024-04-15T17:26:49.878897
1495,0,28061,2024-04-15T17:26:49.878897
1496,0,28069,2024-04-15T17:26:49.878897
1497,3,28071,2024-04-15T17:26:49.878897
1498,1,28079,2024-04-15T17:26:49.878897
1499,3,28081,2024-04-15T17:26:49.878897
1500,2,28089,2024-04-15T17:26:49.878897
1501,3,28091,2024-04-15T17:26:49.878897
1502,1,28099,2024-04-15T17:26:49.878897
1503,1,28101,2024-04-15T17:26:49.878897
1504,0,28109,2024-04-15T17:26:49.878897
1505,3,28181,2024-04-15T17:26:49.878897
1506,0,28189,2024-04-15T17:26:49.878897
1507,0,28199,2024-04-15T17:26:49.878897
1508,1,28201,2024-04-15T17:26:49.878897
1509,5,28211,2024-04-15T17:26:49.878897
1510,4,28221,2024-04-15T17:26:49.878897
1511,1,28229,2024-04-15T17:26:49.878897
1512,5,28231,2024-04-15T17:26:49.878897
1513,1,28239,2024-04-15T17:26:49.878897
1514,3,28241,2024-04-15T17:26:49.878897
1515,1,28249,2024-04-15T17:26:49.878897
1516,1,28251,2024-04-15T17:26:49.878897
1517,1,28259,2024-04-15T17:26:49.878897
1518,1,28261,2024-04-15T17:26:49.878897
1519,2,28269,2024-04-15T17:26:49.878897
1520,1,28271,2024-04-15T17:26:49.878897
1521,1,28279,2024-04-15T17:26:49.878897
1522,2,28281,2024-04-15T17:26:49.878897
1523,3,28289,2024-04-15T17:26:49.878897
1524,2,28291,2024-04-15T17:26:49.878897
1525,2,28299,2024-04-15T17:26:49.878897
1526,2,28301,2024-04-15T17:26:49.878897
1527,0,28309,2024-04-15T17:26:49.878897
1528,0,28311,2024-04-15T17:26:49.878897
1529,3,28319,2024-04-15T17:26:49.878897
1530,1,28321,2024-04-15T17:26:49.878897
1531,2,28329,2024-04-15T17:26:49.878897
1532,1,28331,2024-04-15T17:26:49.878897
1533,1,28339,2024-04-15T17:26:49.878897
1534,1,28341,2024-04-15T17:26:49.878897
1535,1,28349,2024-04-15T17:26:49.878897
1536,1,28351,2024-04-15T17:26:49.878897
1537,0,28359,2024-04-15T17:26:49.878897
1538,1,28361,2024-04-15T17:26:49.878897
1539,0,28369,2024-04-15T17:26:49.878897
1540,1,28371,2024-04-15T17:26:49.878897
1541,0,28379,2024-04-15T17:26:49.878897
1542,1,28381,2024-04-15T17:26:49.878897
1543,2,28389,2024-04-15T17:26:49.878897
1544,1,28391,2024-04-15T17:26:49.878897
1545,0,28399,2024-04-15T17:26:49.878897
1546,3,28401,2024-04-15T17:26:49.878897
1547,2,28409,2024-04-15T17:26:49.878897
1548,1,28411,2024-04-15T17:26:49.878897
1549,0,28421,2024-04-15T17:26:49.878897
1550,1,28431,2024-04-15T17:26:49.878897
1551,3,28439,2024-04-15T17:26:49.878897
1552,2,28441,2024-04-15T17:26:49.878897
1553,4,28449,2024-04-15T17:26:49.878897
1554,1,28451,2024-04-15T17:26:49.878897
1555,3,28459,2024-04-15T17:26:49.878897
1556,1,28461,2024-04-15T17:26:49.878897
1557,2,28469,2024-04-15T17:26:49.878897
1558,0,28471,2024-04-15T17:26:49.878897
1559,0,28481,2024-04-15T17:26:49.878897
1560,2,28491,2024-04-15T17:26:49.878897
1561,1,28499,2024-04-15T17:26:49.878897
1562,1,28501,2024-04-15T17:26:49.878897
1563,1,28509,2024-04-15T17:26:49.878897
1564,0,28511,2024-04-15T17:26:49.878897
1565,2,28519,2024-04-15T17:26:49.878897
1566,0,28521,2024-04-15T17:26:49.878897
1567,4,28529,2024-04-15T17:26:49.878897
1568,2,28531,2024-04-15T17:26:49.878897
1569,1,28539,2024-04-15T17:26:49.878897
1570,1,28541,2024-04-15T17:26:49.878897
1571,1,28551,2024-04-15T17:26:49.878897
1572,1,28561,2024-04-15T17:26:49.878897
1573,1,28571,2024-04-15T17:26:49.878897
1574,0,28581,2024-04-15T17:26:49.878897
1575,1,28591,2024-04-15T17:26:49.878897
1576,1,28601,2024-04-15T17:26:49.878897
1577,1,28611,2024-04-15T17:26:49.878897
1578,2,28621,2024-04-15T17:26:49.878897
1579,0,28629,2024-04-15T17:26:49.878897
1580,4,28631,2024-04-15T17:26:49.878897
1581,1,28639,2024-04-15T17:26:49.878897
1582,5,28641,2024-04-15T17:26:49.878897
1583,1,28649,2024-04-15T17:26:49.878897
1584,3,28651,2024-04-15T17:26:49.878897
1585,1,28659,2024-04-15T17:26:49.878897
1586,0,28661,2024-04-15T17:26:49.878897
1587,0,28669,2024-04-15T17:26:49.878897
1588,0,28671,2024-04-15T17:26:49.878897
1589,0,28679,2024-04-15T17:26:49.878897
1590,0,28681,2024-04-15T17:26:49.878897
1591,1,28689,2024-04-15T17:26:49.878897
1592,0,28691,2024-04-15T17:26:49.878897
1593,1,28699,2024-04-15T17:26:49.878897
1594,0,28701,2024-04-15T17:26:49.878897
1595,2,28709,2024-04-15T17:26:49.878897
1596,1,29009,2024-04-15T17:26:49.878897
1597,1,29011,2024-04-15T17:26:49.878897
1598,0,29019,2024-04-15T17:26:49.878897
1599,1,29021,2024-04-15T17:26:49.878897
1600,0,29029,2024-04-15T17:26:49.878897
1601,1,29031,2024-04-15T17:26:49.878897
1602,0,29039,2024-04-15T17:26:49.878897
1603,2,29041,2024-04-15T17:26:49.878897
1604,0,29049,2024-04-15T17:26:49.878897
1605,2,29051,2024-04-15T17:26:49.878897
1606,0,29059,2024-04-15T17:26:49.878897
1607,1,29069,2024-04-15T17:26:49.878897
1608,0,29071,2024-04-15T17:26:49.878897
1609,1,29081,2024-04-15T17:26:49.878897
1610,0,29089,2024-04-15T17:26:49.878897
1611,1,29091,2024-04-15T17:26:49.878897
1612,0,29099,2024-04-15T17:26:49.878897
1613,1,29101,2024-04-15T17:26:49.878897
1614,0,29109,2024-04-15T17:26:49.878897
1615,1,29111,2024-04-15T17:26:49.878897
1616,2,29119,2024-04-15T17:26:49.878897
1617,2,29121,2024-04-15T17:26:49.878897
1618,0,29129,2024-04-15T17:26:49.878897
1619,0,29139,2024-04-15T17:26:49.878897
1620,0,29149,2024-04-15T17:26:49.878897
1621,1,29159,2024-04-15T17:26:49.878897
1622,0,30011,2024-04-15T17:26:49.878897
1623,0,30019,2024-04-15T17:26:49.878897
1624,0,30021,2024-04-15T17:26:49.878897
1625,0,30029,2024-04-15T17:26:49.878897
1626,0,30031,2024-04-15T17:26:49.878897
1627,0,30039,2024-04-15T17:26:49.878897
1628,0,30041,2024-04-15T17:26:49.878897
1629,0,30049,2024-04-15T17:26:49.878897
1630,0,30051,2024-04-15T17:26:49.878897
1631,0,30059,2024-04-15T17:26:49.878897
1632,0,30081,2024-04-15T17:26:49.878897
1633,0,30089,2024-04-15T17:26:49.878897
1634,0,30091,2024-04-15T17:26:49.878897
1635,0,30099,2024-04-15T17:26:49.878897
1636,0,30101,2024-04-15T17:26:49.878897
1637,0,30109,2024-04-15T17:26:49.878897
1638,1,30111,2024-04-15T17:26:49.878897
1639,0,30119,2024-04-15T17:26:49.878897
1640,1,30121,2024-04-15T17:26:49.878897
1641,0,30129,2024-04-15T17:26:49.878897
1642,0,31009,2024-04-15T17:26:49.878897
1643,0,31011,2024-04-15T17:26:49.878897
1644,0,31019,2024-04-15T17:26:49.878897
1645,0,31021,2024-04-15T17:26:49.878897
1646,0,31029,2024-04-15T17:26:49.878897
1647,0,31031,2024-04-15T17:26:49.878897
1648,0,31039,2024-04-15T17:26:49.878897
1649,0,31041,2024-04-15T17:26:49.878897
1650,0,31049,2024-04-15T17:26:49.878897
1651,0,31051,2024-04-15T17:26:49.878897
1652,0,31059,2024-04-15T17:26:49.878897
1653,0,31061,2024-04-15T17:26:49.878897
1654,0,31069,2024-04-15T17:26:49.878897
1655,0,31071,2024-04-15T17:26:49.878897
1656,0,31079,2024-04-15T17:26:49.878897
1657,0,31081,2024-04-15T17:26:49.878897
1658,0,31089,2024-04-15T17:26:49.878897
1659,0,31121,2024-04-15T17:26:49.878897
1660,0,31129,2024-04-15T17:26:49.878897
1661,0,31131,2024-04-15T17:26:49.878897
1662,0,31139,2024-04-15T17:26:49.878897
1663,0,31141,2024-04-15T17:26:49.878897
1664,0,31149,2024-04-15T17:26:49.878897
1665,0,31151,2024-04-15T17:26:49.878897
1666,0,31159,2024-04-15T17:26:49.878897
1667,0,31161,2024-04-15T17:26:49.878897
1668,0,31169,2024-04-15T17:26:49.878897
1669,0,31171,2024-04-15T17:26:49.878897
1670,0,31179,2024-04-15T17:26:49.878897
1671,0,31191,2024-04-15T17:26:49.878897
1672,0,31199,2024-04-15T17:26:49.878897
1673,0,31201,2024-04-15T17:26:49.878897
1674,0,31211,2024-04-15T17:26:49.878897
1675,0,32031,2024-04-15T17:26:49.878897
1676,0,32039,2024-04-15T17:26:49.878897
1677,0,32041,2024-04-15T17:26:49.878897
1678,0,32049,2024-04-15T17:26:49.878897
1679,0,32051,2024-04-15T17:26:49.878897
1680,0,32059,2024-04-15T17:26:49.878897
1681,0,32061,2024-04-15T17:26:49.878897
1682,0,32069,2024-04-15T17:26:49.878897
1683,0,32071,2024-04-15T17:26:49.878897
1684,0,32079,2024-04-15T17:26:49.878897
1685,0,32081,2024-04-15T17:26:49.878897
1686,0,32089,2024-04-15T17:26:49.878897
1687,0,32101,2024-04-15T17:26:49.878897
1688,0,32109,2024-04-15T17:26:49.878897
1689,0,32111,2024-04-15T17:26:49.878897
1690,0,32119,2024-04-15T17:26:49.878897
1691,0,33011,2024-04-15T17:26:49.878897
1692,0,33019,2024-04-15T17:26:49.878897
1693,0,33021,2024-04-15T17:26:49.878897
1694,0,33029,2024-04-15T17:26:49.878897
1695,0,33031,2024-04-15T17:26:49.878897
1696,0,33039,2024-04-15T17:26:49.878897
1697,0,33041,2024-04-15T17:26:49.878897
1698,0,33049,2024-04-15T17:26:49.878897
1699,0,33051,2024-04-15T17:26:49.878897
1700,0,33059,2024-04-15T17:26:49.878897
1701,0,34009,2024-04-15T17:26:49.878897
1702,0,34011,2024-04-15T17:26:49.878897
1703,0,34019,2024-04-15T17:26:49.878897
1704,0,34021,2024-04-15T17:26:49.878897
1705,0,34029,2024-04-15T17:26:49.878897
1706,0,34031,2024-04-15T17:26:49.878897
1707,0,34039,2024-04-15T17:26:49.878897
1708,0,34041,2024-04-15T17:26:49.878897
1709,0,34049,2024-04-15T17:26:49.878897
1710,0,34051,2024-04-15T17:26:49.878897
1711,0,34059,2024-04-15T17:26:49.878897
1712,0,34101,2024-04-15T17:26:49.878897
1713,0,34109,2024-04-15T17:26:49.878897
1714,6,40011,2024-04-15T17:26:49.878897
1715,3,40019,2024-04-15T17:26:49.878897
1716,2,40021,2024-04-15T17:26:49.878897
1717,0,40029,2024-04-15T17:26:49.878897
1718,3,40031,2024-04-15T17:26:49.878897
1719,1,40039,2024-04-15T17:26:49.878897
1720,4,40041,2024-04-15T17:26:49.878897
1721,2,40049,2024-04-15T17:26:49.878897
1722,2,40051,2024-04-15T17:26:49.878897
1723,2,40059,2024-04-15T17:26:49.878897
1724,2,40069,2024-04-15T17:26:49.878897
1725,1,40071,2024-04-15T17:26:49.878897
1726,2,40079,2024-04-15T17:26:49.878897
1727,2,40081,2024-04-15T17:26:49.878897
1728,2,40089,2024-04-15T17:26:49.878897
1729,1,40091,2024-04-15T17:26:49.878897
1730,2,40099,2024-04-15T17:26:49.878897
1731,1,40101,2024-04-15T17:26:49.878897
1732,3,40109,2024-04-15T17:26:49.878897
1733,0,40111,2024-04-15T17:26:49.878897
1734,2,40119,2024-04-15T17:26:49.878897
1735,1,40121,2024-04-15T17:26:49.878897
1736,3,40129,2024-04-15T17:26:49.878897
1737,3,40171,2024-04-15T17:26:49.878897
1738,2,40179,2024-04-15T17:26:49.878897
1739,3,40181,2024-04-15T17:26:49.878897
1740,2,40189,2024-04-15T17:26:49.878897
1741,0,40191,2024-04-15T17:26:49.878897
1742,1,40199,2024-04-15T17:26:49.878897
1743,1,40201,2024-04-15T17:26:49.878897
1744,2,40209,2024-04-15T17:26:49.878897
1745,1,40211,2024-04-15T17:26:49.878897
1746,2,40219,2024-04-15T17:26:49.878897
1747,1,40221,2024-04-15T17:26:49.878897
1748,2,40229,2024-04-15T17:26:49.878897
1749,5,40231,2024-04-15T17:26:49.878897
1750,3,40239,2024-04-15T17:26:49.878897
1751,4,40249,2024-04-15T17:26:49.878897
1752,1,40251,2024-04-15T17:26:49.878897
1753,1,40259,2024-04-15T17:26:49.878897
1754,0,40261,2024-04-15T17:26:49.878897
1755,1,40269,2024-04-15T17:26:49.878897
1756,2,40271,2024-04-15T17:26:49.878897
1757,1,40279,2024-04-15T17:26:49.878897
1758,0,40301,2024-04-15T17:26:49.878897
1759,0,40309,2024-04-15T17:26:49.878897
1760,1,40311,2024-04-15T17:26:49.878897
1761,2,40321,2024-04-15T17:26:49.878897
1762,1,40329,2024-04-15T17:26:49.878897
1763,0,40331,2024-04-15T17:26:49.878897
1764,2,40339,2024-04-15T17:26:49.878897
1765,1,40341,2024-04-15T17:26:49.878897
1766,0,40349,2024-04-15T17:26:49.878897
1767,0,40351,2024-04-15T17:26:49.878897
1768,1,40359,2024-04-15T17:26:49.878897
1769,0,40361,2024-04-15T17:26:49.878897
1770,1,40369,2024-04-15T17:26:49.878897
1771,0,40371,2024-04-15T17:26:49.878897
1772,1,40379,2024-04-15T17:26:49.878897
1773,1,40381,2024-04-15T17:26:49.878897
1774,1,40391,2024-04-15T17:26:49.878897
1775,0,40409,2024-04-15T17:26:49.878897
1776,1,41011,2024-04-15T17:26:49.878897
1777,2,41019,2024-04-15T17:26:49.878897
1778,4,41021,2024-04-15T17:26:49.878897
1779,4,41029,2024-04-15T17:26:49.878897
1780,3,41031,2024-04-15T17:26:49.878897
1781,3,41041,2024-04-15T17:26:49.878897
1782,3,41049,2024-04-15T17:26:49.878897
1783,3,41051,2024-04-15T17:26:49.878897
1784,4,41061,2024-04-15T17:26:49.878897
1785,4,41069,2024-04-15T17:26:49.878897
1786,5,41071,2024-04-15T17:26:49.878897
1787,6,41079,2024-04-15T17:26:49.878897
1788,6,41081,2024-04-15T17:26:49.878897
1789,5,41089,2024-04-15T17:26:49.878897
1790,1,41101,2024-04-15T17:26:49.878897
1791,4,41109,2024-04-15T17:26:49.878897
1792,2,41111,2024-04-15T17:26:49.878897
1793,4,41119,2024-04-15T17:26:49.878897
1794,2,41121,2024-04-15T17:26:49.878897
1795,0,41129,2024-04-15T17:26:49.878897
1796,4,41131,2024-04-15T17:26:49.878897
1797,1,41139,2024-04-15T17:26:49.878897
1798,1,41141,2024-04-15T17:26:49.878897
1799,1,41151,2024-04-15T17:26:49.878897
1800,1,41159,2024-04-15T17:26:49.878897
1801,2,41161,2024-04-15T17:26:49.878897
1802,1,41169,2024-04-15T17:26:49.878897
1803,4,42011,2024-04-15T17:26:49.878897
1804,3,42019,2024-04-15T17:26:49.878897
1805,4,42021,2024-04-15T17:26:49.878897
1806,3,42029,2024-04-15T17:26:49.878897
1807,4,42031,2024-04-15T17:26:49.878897
1808,4,42039,2024-04-15T17:26:49.878897
1809,4,42041,2024-04-15T17:26:49.878897
1810,3,42049,2024-04-15T17:26:49.878897
1811,3,42051,2024-04-15T17:26:49.878897
1812,4,42059,2024-04-15T17:26:49.878897
1813,2,42061,2024-04-15T17:26:49.878897
1814,5,42071,2024-04-15T17:26:49.878897
1815,1,42079,2024-04-15T17:26:49.878897
1816,6,42089,2024-04-15T17:26:49.878897
1817,5,42091,2024-04-15T17:26:49.878897
1818,1,42099,2024-04-15T17:26:49.878897
1819,0,42109,2024-04-15T17:26:49.878897
1820,4,42111,2024-04-15T17:26:49.878897
1821,1,42119,2024-04-15T17:26:49.878897
1822,3,42129,2024-04-15T17:26:49.878897
1823,0,42131,2024-04-15T17:26:49.878897
1824,3,42139,2024-04-15T17:26:49.878897
1825,3,42141,2024-04-15T17:26:49.878897
1826,1,42149,2024-04-15T17:26:49.878897
1827,4,42151,2024-04-15T17:26:49.878897
1828,3,42159,2024-04-15T17:26:49.878897
1829,3,42161,2024-04-15T17:26:49.878897
1830,3,42169,2024-04-15T17:26:49.878897
1831,2,42171,2024-04-15T17:26:49.878897
1832,4,42179,2024-04-15T17:26:49.878897
1833,1,42181,2024-04-15T17:26:49.878897
1834,5,42189,2024-04-15T17:26:49.878897
1835,2,42191,2024-04-15T17:26:49.878897
1836,3,42199,2024-04-15T17:26:49.878897
1837,1,42201,2024-04-15T17:26:49.878897
1838,0,42209,2024-04-15T17:26:49.878897
1839,1,42211,2024-04-15T17:26:49.878897
1840,0,42219,2024-04-15T17:26:49.878897
1841,1,42221,2024-04-15T17:26:49.878897
1842,0,42229,2024-04-15T17:26:49.878897
1843,1,42231,2024-04-15T17:26:49.878897
1844,1,42239,2024-04-15T17:26:49.878897
1845,1,42241,2024-04-15T17:26:49.878897
1846,1,42249,2024-04-15T17:26:49.878897
1847,3,42259,2024-04-15T17:26:49.878897
1848,0,42291,2024-04-15T17:26:49.878897
1849,0,42299,2024-04-15T17:26:49.878897
1850,1,42301,2024-04-15T17:26:49.878897
1851,1,42309,2024-04-15T17:26:49.878897
1852,2,42311,2024-04-15T17:26:49.878897
1853,1,42319,2024-04-15T17:26:49.878897
1854,1,42991,2024-04-15T17:26:49.878897
1855,3,43009,2024-04-15T17:26:49.878897
1856,4,43011,2024-04-15T17:26:49.878897
1857,2,43019,2024-04-15T17:26:49.878897
1858,4,43021,2024-04-15T17:26:49.878897
1859,2,43029,2024-04-15T17:26:49.878897
1860,1,43041,2024-04-15T17:26:49.878897
1861,1,43049,2024-04-15T17:26:49.878897
1862,2,43051,2024-04-15T17:26:49.878897
1863,0,43059,2024-04-15T17:26:49.878897
1864,3,43061,2024-04-15T17:26:49.878897
1865,1,43069,2024-04-15T17:26:49.878897
1866,2,43071,2024-04-15T17:26:49.878897
1867,3,43081,2024-04-15T17:26:49.878897
1868,1,43089,2024-04-15T17:26:49.878897
1869,2,43091,2024-04-15T17:26:49.878897
1870,3,43099,2024-04-15T17:26:49.878897
1871,4,43109,2024-04-15T17:26:49.878897
1872,4,43111,2024-04-15T17:26:49.878897
1873,4,43119,2024-04-15T17:26:49.878897
1874,0,43121,2024-04-15T17:26:49.878897
1875,1,43129,2024-04-15T17:26:49.878897
1876,0,43131,2024-04-15T17:26:49.878897
1877,1,43139,2024-04-15T17:26:49.878897
1878,0,43141,2024-04-15T17:26:49.878897
1879,1,43149,2024-04-15T17:26:49.878897
1880,0,43151,2024-04-15T17:26:49.878897
